UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
101709,1,29,3,4,R,3062,R,1003,R,2059,R,19,R,4,R,15,R,19,R,8,R,11,R,453,R,130,R,323,R,64,R,23,R,41,R,4,R,2,R,2,R,2250,R,741,R,1509,R,52,R,12,R,40,R,164,R,65,R,99,R,37,R,18,R,19
101736,1,29,3,4,R,3854,R,1667,R,2187,R,22,R,8,R,14,R,14,R,7,R,7,R,426,R,135,R,291,R,142,R,62,R,80,R,3,R,0,R,3,R,3217,R,1443,R,1774,R,24,R,10,R,14,R,5,R,1,R,4,R,1,R,1,R,0
101879,1,29,3,4,R,6931,R,2915,R,4016,R,76,R,28,R,48,R,97,R,61,R,36,R,888,R,371,R,517,R,156,R,78,R,78,R,6,R,4,R,2,R,4993,R,2003,R,2990,R,130,R,45,R,85,R,243,R,127,R,116,R,342,R,198,R,144
101897,1,29,3,4,R,2834,R,1113,R,1721,R,105,R,44,R,61,R,18,R,4,R,14,R,48,R,21,R,27,R,157,R,53,R,104,Z,0,Z,0,Z,0,R,2492,R,983,R,1509,R,8,R,4,R,4,R,1,Z,0,R,1,R,5,R,4,R,1
101912,1,29,3,4,R,1903,R,807,R,1096,R,7,R,2,R,5,R,3,R,3,R,0,R,1594,R,679,R,915,R,48,R,27,R,21,R,6,R,0,R,6,R,22,R,13,R,9,R,13,R,0,R,13,R,58,R,21,R,37,R,152,R,62,R,90
101949,1,29,3,4,R,1349,R,522,R,827,R,19,R,8,R,11,R,9,R,5,R,4,R,565,R,191,R,374,R,9,R,3,R,6,R,0,R,0,R,0,R,734,R,312,R,422,R,2,R,0,R,2,R,10,R,3,R,7,R,1,R,0,R,1
101958,1,29,3,4,R,102,R,4,R,98,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,28,R,1,R,27,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,68,R,3,R,65,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0
101994,1,29,3,4,R,517,R,196,R,321,R,6,R,2,R,4,R,3,R,1,R,2,R,246,R,67,R,179,R,7,Z,0,R,7,R,2,R,1,R,1,R,252,R,125,R,127,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
102030,1,29,3,4,R,3896,R,1570,R,2326,R,27,R,9,R,18,R,78,R,23,R,55,R,2408,R,908,R,1500,R,57,R,25,R,32,R,7,R,6,R,1,R,1197,R,529,R,668,R,36,R,15,R,21,R,14,R,5,R,9,R,72,R,50,R,22
102049,1,29,3,4,R,4833,R,1826,R,3007,R,15,R,4,R,11,R,75,R,23,R,52,R,341,R,135,R,206,R,228,R,78,R,150,R,2,R,0,R,2,R,3915,R,1463,R,2452,R,43,R,11,R,32,R,40,R,21,R,19,R,174,R,91,R,83
102058,1,29,3,4,R,611,R,336,R,275,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,596,R,321,R,275,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
102067,1,29,3,4,R,5068,R,2209,R,2859,R,16,R,9,R,7,R,71,R,39,R,32,R,1714,R,629,R,1085,R,23,R,8,R,15,R,2,R,2,R,0,R,2811,R,1333,R,1478,R,67,R,25,R,42,R,343,R,154,R,189,R,21,R,10,R,11
102076,1,29,3,4,R,2295,R,907,R,1388,R,49,R,23,R,26,R,18,R,5,R,13,R,125,R,52,R,73,R,152,R,63,R,89,R,1,R,1,R,0,R,1896,R,736,R,1160,R,0,R,0,R,0,R,50,R,25,R,25,R,4,R,2,R,2
102094,1,29,3,4,R,15065,R,5806,R,9259,R,126,R,44,R,82,R,506,R,222,R,284,R,3019,R,1068,R,1951,R,366,R,131,R,235,R,36,R,15,R,21,R,9947,R,3767,R,6180,R,302,R,106,R,196,R,307,R,129,R,178,R,456,R,324,R,132
102234,1,29,3,4,R,1422,R,563,R,859,R,8,R,3,R,5,R,10,R,5,R,5,R,229,R,69,R,160,R,116,R,53,R,63,R,1,R,0,R,1,R,964,R,394,R,570,R,30,R,10,R,20,R,47,R,19,R,28,R,17,R,10,R,7
102261,1,29,3,4,R,161,R,94,R,67,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,47,R,21,R,26,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,101,R,68,R,33,R,1,R,1,Z,0,R,5,R,1,R,4,R,1,Z,0,R,1
102270,1,29,3,4,R,863,R,443,R,420,R,0,R,0,R,0,R,2,R,2,R,0,R,796,R,402,R,394,R,9,R,5,R,4,R,0,R,0,R,0,R,54,R,32,R,22,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0
102298,1,29,3,4,R,932,R,440,R,492,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,825,R,375,R,450,R,23,R,19,R,4,R,5,R,1,R,4,R,48,R,28,R,20,R,3,R,3,Z,0,R,24,R,12,R,12,Z,0,Z,0,Z,0
102313,1,29,3,4,R,1351,R,673,R,678,R,1,Z,0,R,1,R,14,R,6,R,8,R,772,R,358,R,414,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,549,R,300,R,249,R,3,R,2,R,1,R,6,R,3,R,3,Z,0,Z,0,Z,0
102368,1,29,3,4,R,20573,R,7506,R,13067,R,155,R,62,R,93,R,167,R,77,R,90,R,7855,R,2202,R,5653,R,671,R,281,R,390,R,17,R,7,R,10,R,9730,R,4079,R,5651,R,431,R,146,R,285,R,973,R,372,R,601,R,574,R,280,R,294
102377,1,29,3,4,R,3118,R,1258,R,1860,R,4,R,2,R,2,R,19,R,12,R,7,R,2355,R,941,R,1414,R,33,R,11,R,22,R,0,R,0,R,0,R,54,R,16,R,38,R,0,R,0,R,0,R,632,R,266,R,366,R,21,R,10,R,11
102395,1,29,3,4,R,347,R,241,R,106,R,1,R,1,Z,0,R,9,R,5,R,4,R,59,R,43,R,16,R,19,R,12,R,7,R,3,R,1,R,2,R,183,R,125,R,58,R,3,R,3,Z,0,R,70,R,51,R,19,Z,0,Z,0,Z,0
102429,1,29,3,4,R,3490,R,1265,R,2225,R,8,R,4,R,4,R,14,R,5,R,9,R,503,R,117,R,386,R,49,R,18,R,31,R,0,R,0,R,0,R,2838,R,1087,R,1751,R,24,R,6,R,18,R,54,R,28,R,26,R,0,R,0,R,0
102553,1,29,3,4,R,17363,R,7086,R,10277,R,1108,R,403,R,705,R,1127,R,476,R,651,R,603,R,267,R,336,R,1225,R,470,R,755,R,145,R,68,R,77,R,10249,R,4208,R,6041,R,1526,R,560,R,966,R,1050,R,493,R,557,R,330,R,141,R,189
102580,1,29,3,4,R,42,R,22,R,20,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,39,R,22,R,17,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
102614,1,29,3,4,R,9166,R,3892,R,5274,R,1266,R,329,R,937,R,138,R,61,R,77,R,173,R,77,R,96,R,406,R,160,R,246,R,22,R,7,R,15,R,4329,R,1961,R,2368,R,350,R,137,R,213,R,2206,R,1015,R,1191,R,276,R,145,R,131
102632,1,29,3,4,R,2996,R,1040,R,1956,R,376,R,124,R,252,R,65,R,20,R,45,R,39,R,11,R,28,R,134,R,49,R,85,R,33,R,10,R,23,R,1582,R,550,R,1032,R,177,R,49,R,128,R,555,R,214,R,341,R,35,R,13,R,22
102669,1,29,3,4,R,669,R,235,R,434,R,84,R,11,R,73,R,9,R,5,R,4,R,14,R,5,R,9,R,18,R,9,R,9,R,2,R,1,R,1,R,355,R,145,R,210,R,54,R,14,R,40,R,131,R,45,R,86,R,2,R,0,R,2
102711,1,29,3,4,R,1347,R,1032,R,315,R,231,R,142,R,89,R,11,R,3,R,8,R,23,R,14,R,9,R,49,R,38,R,11,R,7,R,6,R,1,R,768,R,638,R,130,R,58,R,36,R,22,R,200,R,155,R,45,R,0,R,0,R,0
102845,1,29,3,4,R,2191,R,611,R,1580,R,92,R,32,R,60,R,43,R,8,R,35,R,82,R,28,R,54,R,710,R,158,R,552,R,132,R,48,R,84,R,940,R,291,R,649,R,134,R,34,R,100,R,58,R,12,R,46,R,0,R,0,Z,0
103361,1,29,3,4,R,471,R,182,R,289,R,31,R,12,R,19,R,6,R,1,R,5,R,6,R,4,R,2,R,21,R,6,R,15,R,1,R,0,R,1,R,220,R,80,R,140,R,11,R,4,R,7,R,170,R,70,R,100,R,5,R,5,R,0
103501,1,29,3,4,R,335,R,60,R,275,R,62,R,6,R,56,R,50,R,6,R,44,R,39,R,10,R,29,R,27,R,7,R,20,R,3,R,0,R,3,R,134,R,25,R,109,R,16,R,5,R,11,R,4,R,1,R,3,R,0,R,0,R,0
103644,1,29,3,4,R,2761,R,742,R,2019,R,78,R,17,R,61,R,16,R,6,R,10,R,872,R,256,R,616,R,350,R,85,R,265,R,21,R,1,R,20,R,1074,R,280,R,794,R,108,R,35,R,73,R,241,R,62,R,179,R,1,R,0,R,1
103723,1,29,3,4,R,254,R,189,R,65,R,7,R,7,R,0,R,2,R,1,R,1,R,21,R,15,R,6,R,41,R,25,R,16,R,3,R,2,R,1,R,88,R,69,R,19,R,6,R,6,R,0,R,86,R,64,R,22,R,0,R,0,R,0
103732,1,29,3,4,R,43,R,8,R,35,R,2,R,1,R,1,R,0,R,0,R,0,R,3,R,0,R,3,R,7,R,2,R,5,R,2,R,1,R,1,R,26,R,4,R,22,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0
103741,1,29,3,4,R,175,R,10,R,165,R,11,R,1,R,10,R,2,R,0,R,2,R,18,R,3,R,15,R,99,R,4,R,95,R,0,R,0,R,0,R,41,R,2,R,39,R,3,R,0,R,3,R,1,R,0,R,1,R,0,R,0,R,0
103778,1,29,3,4,R,1022,R,722,R,300,R,5,R,4,R,1,R,42,R,28,R,14,R,18,R,9,R,9,R,41,R,22,R,19,R,0,R,0,R,0,R,344,R,249,R,95,R,2,R,0,R,2,R,53,R,41,R,12,R,517,R,369,R,148
103787,1,29,3,4,R,79,R,34,R,45,R,44,R,16,R,28,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,15,R,9,R,6,R,5,R,4,R,1,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
103811,1,29,3,4,R,278,R,250,R,28,R,2,R,2,R,0,R,4,R,4,R,0,R,67,R,59,R,8,R,37,R,35,R,2,R,6,R,6,R,0,R,143,R,126,R,17,R,0,R,0,R,0,R,19,R,18,R,1,R,0,R,0,R,0
103893,1,29,3,4,R,676,R,111,R,565,R,54,R,7,R,47,R,3,R,1,R,2,R,53,R,10,R,43,R,367,R,64,R,303,R,4,R,1,R,3,R,177,R,25,R,152,R,8,R,1,R,7,R,10,R,2,R,8,R,0,R,0,Z,0
103909,1,29,3,4,R,691,R,128,R,563,R,81,R,10,R,71,R,18,R,7,R,11,R,32,R,5,R,27,R,231,R,46,R,185,R,5,R,2,R,3,R,310,R,53,R,257,R,5,R,3,R,2,R,9,R,2,R,7,R,0,R,0,R,0
103927,1,29,3,4,R,440,R,93,R,347,R,21,R,3,R,18,R,1,R,1,R,0,R,16,R,4,R,12,R,270,R,61,R,209,R,2,R,0,R,2,R,115,R,20,R,95,R,6,R,1,R,5,R,9,R,3,R,6,R,0,R,0,R,0
103945,1,29,3,4,R,209,R,53,R,156,R,126,R,29,R,97,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,22,R,9,R,13,Z,0,Z,0,Z,0,R,57,R,14,R,43,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
103954,1,29,3,4,R,47,R,2,R,45,R,1,R,1,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,23,R,0,R,23,R,0,R,0,R,0,R,18,R,1,R,17,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0
103963,1,29,3,4,R,505,R,481,R,24,R,76,R,64,R,12,R,4,R,4,Z,0,R,57,R,53,R,4,R,159,R,156,R,3,R,1,R,1,Z,0,R,188,R,183,R,5,R,1,R,1,Z,0,R,19,R,19,Z,0,Z,0,Z,0,Z,0
104090,1,29,3,4,R,844,R,158,R,686,R,67,R,8,R,59,R,16,R,1,R,15,R,175,R,34,R,141,R,208,R,39,R,169,R,4,R,2,R,2,R,281,R,60,R,221,R,12,R,2,R,10,R,62,R,10,R,52,R,19,R,2,R,17
104151,1,29,3,4,R,48702,R,27532,R,21170,R,641,R,292,R,349,R,3076,R,1712,R,1364,R,1771,R,888,R,883,R,7939,R,4162,R,3777,R,109,R,66,R,43,R,27094,R,15232,R,11862,R,1620,R,813,R,807,R,400,R,230,R,170,R,6052,R,4137,R,1915
104160,1,29,3,4,R,8000,R,3459,R,4541,R,90,R,31,R,59,R,95,R,40,R,55,R,261,R,181,R,80,R,5097,R,2134,R,2963,R,28,R,15,R,13,R,1637,R,714,R,923,R,6,R,4,R,2,R,236,R,127,R,109,R,550,R,213,R,337
104179,1,29,3,4,R,40621,R,19520,R,21101,R,475,R,186,R,289,R,2314,R,1075,R,1239,R,1266,R,597,R,669,R,8676,R,3771,R,4905,R,73,R,34,R,39,R,21825,R,10437,R,11388,R,1537,R,707,R,830,R,1091,R,577,R,514,R,3364,R,2136,R,1228
104188,1,29,3,4,R,221,R,104,R,117,R,11,R,6,R,5,R,2,R,0,R,2,R,14,R,7,R,7,R,62,R,23,R,39,R,0,R,0,R,0,R,120,R,61,R,59,R,0,R,0,R,0,R,12,R,7,R,5,R,0,R,0,R,0
104294,1,29,3,4,R,226,R,20,R,206,R,3,R,0,R,3,R,1,R,0,R,1,R,12,R,0,R,12,R,42,R,4,R,38,R,3,R,0,R,3,R,150,R,14,R,136,R,12,R,2,R,10,R,3,R,0,R,3,R,0,R,0,R,0
104346,1,29,3,4,R,6445,R,2377,R,4068,R,297,R,119,R,178,R,106,R,42,R,64,R,451,R,178,R,273,R,1819,R,684,R,1135,R,30,R,13,R,17,R,3000,R,1069,R,1931,R,219,R,78,R,141,R,505,R,183,R,322,R,18,R,11,R,7
104364,1,29,3,4,R,684,R,288,R,396,R,45,R,17,R,28,R,12,R,5,R,7,R,84,R,47,R,37,R,283,R,109,R,174,R,2,R,1,R,1,R,246,R,104,R,142,Z,0,Z,0,Z,0,R,12,R,5,R,7,Z,0,Z,0,Z,0
104391,1,29,3,4,R,83,R,8,R,75,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,R,10,R,1,R,9,Z,0,Z,0,Z,0,R,66,R,7,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
104425,1,29,3,4,R,4453,R,2085,R,2368,R,33,R,15,R,18,R,79,R,35,R,44,R,230,R,121,R,109,R,1859,R,798,R,1061,R,26,R,16,R,10,R,1978,R,973,R,1005,R,116,R,59,R,57,R,105,R,51,R,54,R,27,R,17,R,10
104434,1,29,3,4,R,53,R,1,R,52,R,9,R,0,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,0,R,9,R,0,R,0,R,0,R,26,R,0,R,26,R,9,R,1,R,8,R,0,R,0,R,0,R,0,R,0,R,0
104443,1,29,3,4,R,113,R,15,R,98,R,10,R,1,R,9,R,1,R,0,R,1,R,30,R,5,R,25,R,34,R,4,R,30,R,0,R,0,R,0,R,34,R,5,R,29,R,2,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0
104504,1,29,3,4,R,143,R,38,R,105,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,7,R,5,R,2,R,49,R,12,R,37,R,1,Z,0,R,1,R,81,R,20,R,61,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0
104568,1,29,3,4,R,273,R,10,R,263,R,5,Z,0,R,5,R,2,Z,0,R,2,R,29,R,2,R,27,R,76,R,4,R,72,R,5,Z,0,R,5,R,143,R,4,R,139,R,1,Z,0,R,1,R,12,Z,0,R,12,R,0,R,0,Z,0
104577,1,29,3,4,R,6602,R,2945,R,3657,R,450,R,159,R,291,R,67,R,21,R,46,R,213,R,190,R,23,R,1279,R,629,R,650,R,20,R,10,R,10,R,4252,R,1770,R,2482,R,56,R,29,R,27,R,231,R,128,R,103,R,34,R,9,R,25
104586,1,29,3,4,R,1921,R,1517,R,404,R,10,R,7,R,3,R,156,R,139,R,17,R,32,R,26,R,6,R,142,R,109,R,33,R,11,R,7,R,4,R,1107,R,862,R,245,R,140,R,99,R,41,R,161,R,124,R,37,R,162,R,144,R,18
104665,1,29,3,4,R,10,R,7,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0
104708,1,29,3,4,R,20872,R,9673,R,11199,R,360,R,151,R,209,R,914,R,411,R,503,R,1450,R,722,R,728,R,6385,R,2828,R,3557,R,64,R,34,R,30,R,9787,R,4584,R,5203,R,429,R,212,R,217,R,1141,R,572,R,569,R,342,R,159,R,183
104717,1,29,3,4,R,55497,R,13704,R,41793,R,517,R,98,R,419,R,2078,R,375,R,1703,R,13338,R,3018,R,10320,R,7114,R,1885,R,5229,R,247,R,66,R,181,R,24090,R,6163,R,17927,R,1284,R,309,R,975,R,6824,R,1787,R,5037,R,5,R,3,R,2
104805,1,29,3,4,R,2238,R,429,R,1809,R,107,R,23,R,84,R,28,R,5,R,23,R,602,R,126,R,476,R,369,R,79,R,290,R,1,R,1,Z,0,R,963,R,173,R,790,R,62,R,11,R,51,R,106,R,11,R,95,Z,0,Z,0,Z,0
104911,1,29,3,4,R,210,R,11,R,199,R,6,R,0,R,6,R,2,R,0,R,2,R,33,R,2,R,31,R,81,R,4,R,77,R,1,R,1,R,0,R,77,R,3,R,74,R,6,R,1,R,5,R,4,R,0,R,4,R,0,R,0,R,0
105118,1,29,3,4,R,93,R,21,R,72,R,4,Z,0,R,4,R,1,Z,0,R,1,R,2,R,1,R,1,R,34,R,6,R,28,Z,0,Z,0,Z,0,R,50,R,14,R,36,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0
105145,1,29,3,4,R,6440,R,3180,R,3260,R,283,R,135,R,148,R,222,R,93,R,129,R,708,R,318,R,390,R,1968,R,914,R,1054,R,10,R,8,R,2,R,2446,R,1244,R,1202,R,71,R,24,R,47,R,583,R,378,R,205,R,149,R,66,R,83
105154,1,29,3,4,R,23678,R,11519,R,12159,R,873,R,372,R,501,R,957,R,438,R,519,R,1551,R,768,R,783,R,5214,R,2449,R,2765,R,99,R,54,R,45,R,12262,R,6038,R,6224,R,420,R,180,R,240,R,1914,R,962,R,952,R,388,R,258,R,130
105163,1,29,3,4,R,409,R,353,R,56,R,30,R,18,R,12,R,7,R,6,R,1,R,22,R,21,R,1,R,152,R,134,R,18,R,2,R,2,Z,0,R,165,R,148,R,17,R,16,R,11,R,5,R,15,R,13,R,2,Z,0,Z,0,Z,0
105172,1,29,3,4,R,498,R,428,R,70,R,65,R,48,R,17,R,14,R,13,R,1,R,52,R,47,R,5,R,115,R,100,R,15,Z,0,Z,0,Z,0,R,225,R,197,R,28,R,15,R,12,R,3,R,12,R,11,R,1,Z,0,Z,0,Z,0
105206,1,29,3,4,R,5227,R,1894,R,3333,R,108,R,39,R,69,R,75,R,24,R,51,R,61,R,30,R,31,R,962,R,340,R,622,R,37,R,11,R,26,R,3819,R,1386,R,2433,R,93,R,39,R,54,R,72,R,25,R,47,Z,0,Z,0,Z,0
105215,1,29,3,4,R,2049,R,1948,R,101,R,59,R,55,R,4,R,5,R,4,R,1,R,72,R,70,R,2,R,188,R,178,R,10,R,15,R,15,R,0,R,1478,R,1409,R,69,R,123,R,112,R,11,R,108,R,104,R,4,R,1,R,1,R,0
105297,1,29,3,4,R,1466,R,467,R,999,R,1452,R,461,R,991,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,7,R,2,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
105330,1,29,3,4,R,26594,R,10799,R,15795,R,871,R,275,R,596,R,430,R,188,R,242,R,839,R,333,R,506,R,4899,R,1840,R,3059,R,81,R,32,R,49,R,17012,R,6849,R,10163,R,1166,R,497,R,669,R,216,R,94,R,122,R,1080,R,691,R,389
105349,1,29,3,4,R,3233,R,1284,R,1949,R,1170,R,373,R,797,R,22,R,12,R,10,R,24,R,12,R,12,R,270,R,136,R,134,R,7,R,2,R,5,R,1589,R,688,R,901,R,25,R,8,R,17,R,126,R,53,R,73,R,0,R,0,R,0
105367,1,29,3,4,R,653,R,178,R,475,R,9,R,1,R,8,R,8,R,3,R,5,R,59,R,16,R,43,R,71,R,19,R,52,Z,0,Z,0,Z,0,R,278,R,63,R,215,R,1,Z,0,R,1,R,227,R,76,R,151,Z,0,Z,0,Z,0
105428,1,29,3,4,R,12676,R,4965,R,7711,R,372,R,116,R,256,R,415,R,187,R,228,R,1429,R,673,R,756,R,5224,R,1877,R,3347,R,21,R,9,R,12,R,3696,R,1463,R,2233,R,162,R,47,R,115,R,1298,R,555,R,743,R,59,R,38,R,21
105482,1,29,3,4,R,87,R,28,R,59,R,3,Z,0,R,3,R,1,Z,0,R,1,R,4,R,3,R,1,R,13,R,5,R,8,Z,0,Z,0,Z,0,R,52,R,20,R,32,R,1,Z,0,R,1,R,13,Z,0,R,13,Z,0,Z,0,Z,0
105516,1,29,3,4,R,4480,R,1991,R,2489,R,44,R,15,R,29,R,82,R,33,R,49,R,357,R,137,R,220,R,763,R,313,R,450,R,34,R,14,R,20,R,1517,R,688,R,829,R,74,R,25,R,49,R,1492,R,721,R,771,R,117,R,45,R,72
105525,1,29,3,4,R,30082,R,14119,R,15963,R,714,R,308,R,406,R,857,R,386,R,471,R,1329,R,712,R,617,R,12074,R,5394,R,6680,R,95,R,46,R,49,R,13135,R,6310,R,6825,R,928,R,409,R,519,R,711,R,431,R,280,R,239,R,123,R,116
105534,1,29,3,4,R,1726,R,441,R,1285,R,24,R,7,R,17,R,74,R,33,R,41,R,104,R,33,R,71,R,676,R,144,R,532,R,11,R,6,R,5,R,748,R,193,R,555,R,63,R,19,R,44,R,22,R,4,R,18,R,4,R,2,R,2
105543,1,29,3,4,R,930,R,165,R,765,R,133,R,19,R,114,R,12,R,2,R,10,R,19,R,3,R,16,R,480,R,85,R,395,R,0,R,0,R,0,R,223,R,45,R,178,R,21,R,4,R,17,R,42,R,7,R,35,R,0,R,0,R,0
105589,1,29,3,4,R,943,R,334,R,609,R,20,R,7,R,13,R,10,R,5,R,5,R,20,R,3,R,17,R,43,R,9,R,34,R,2,Z,0,R,2,R,724,R,257,R,467,R,41,R,18,R,23,R,71,R,32,R,39,R,12,R,3,R,9
105659,1,29,3,4,R,621,R,609,R,12,R,37,R,36,R,1,R,6,R,6,R,0,R,46,R,45,R,1,R,156,R,154,R,2,R,3,R,3,R,0,R,265,R,261,R,4,R,28,R,27,R,1,R,79,R,76,R,3,R,1,R,1,R,0
105668,1,29,3,4,R,21472,R,8163,R,13309,R,350,R,108,R,242,R,737,R,294,R,443,R,1854,R,663,R,1191,R,3658,R,1292,R,2366,R,42,R,14,R,28,R,12385,R,4761,R,7624,R,303,R,99,R,204,R,2088,R,901,R,1187,R,55,R,31,R,24
105677,1,29,3,4,R,39,R,38,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,R,2,Z,0,R,33,R,33,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
105701,1,29,3,4,R,64,R,2,R,62,R,2,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,R,2,R,22,R,1,R,21,Z,0,Z,0,Z,0,R,35,R,1,R,34,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
105747,1,29,3,4,R,10313,R,4803,R,5510,R,476,R,178,R,298,R,303,R,128,R,175,R,420,R,231,R,189,R,1488,R,707,R,781,R,32,R,19,R,13,R,6524,R,3031,R,3493,R,213,R,104,R,109,R,734,R,346,R,388,R,123,R,59,R,64
105792,1,29,3,4,R,4718,R,1868,R,2850,R,261,R,74,R,187,R,147,R,73,R,74,R,870,R,341,R,529,R,1990,R,761,R,1229,R,5,R,2,R,3,R,795,R,333,R,462,R,70,R,25,R,45,R,557,R,243,R,314,R,23,R,16,R,7
105899,1,29,3,4,R,635,R,317,R,318,R,4,R,2,R,2,R,12,R,8,R,4,R,29,R,19,R,10,R,82,R,45,R,37,R,2,R,0,R,2,R,388,R,179,R,209,R,17,R,8,R,9,R,81,R,41,R,40,R,20,R,15,R,5
105987,1,29,3,4,R,284,R,132,R,152,R,14,R,6,R,8,R,6,Z,0,R,6,R,14,R,4,R,10,R,141,R,63,R,78,R,9,R,6,R,3,R,94,R,50,R,44,Z,0,Z,0,Z,0,R,6,R,3,R,3,Z,0,Z,0,Z,0
106041,1,29,3,4,R,2337,R,2267,R,70,R,123,R,117,R,6,R,53,R,53,R,0,R,66,R,64,R,2,R,557,R,542,R,15,R,93,R,91,R,2,R,1173,R,1139,R,34,R,194,R,186,R,8,R,77,R,74,R,3,R,1,R,1,R,0
106102,1,29,3,4,R,2042,R,771,R,1271,R,37,R,12,R,25,R,14,R,6,R,8,R,263,R,81,R,182,R,283,R,105,R,178,R,9,R,6,R,3,R,930,R,343,R,587,R,127,R,46,R,81,R,346,R,151,R,195,R,33,R,21,R,12
106111,1,29,3,4,R,172,R,15,R,157,R,8,R,1,R,7,R,2,R,1,R,1,R,37,R,3,R,34,R,67,R,6,R,61,R,2,R,0,R,2,R,48,R,3,R,45,R,0,R,0,R,0,R,7,R,1,R,6,R,1,R,0,R,1
106148,1,29,3,4,R,8197,R,3582,R,4615,R,190,R,66,R,124,R,72,R,21,R,51,R,71,R,39,R,32,R,950,R,440,R,510,R,13,R,7,R,6,R,4654,R,1985,R,2669,R,82,R,48,R,34,R,2152,R,967,R,1185,R,13,R,9,R,4
106245,1,29,3,4,R,12377,R,5029,R,7348,R,41,R,19,R,22,R,312,R,128,R,184,R,2787,R,828,R,1959,R,707,R,281,R,426,R,4,R,4,R,0,R,7159,R,3092,R,4067,R,761,R,327,R,434,R,108,R,41,R,67,R,498,R,309,R,189
106263,1,29,3,4,R,2867,R,993,R,1874,R,9,R,4,R,5,R,152,R,69,R,83,R,266,R,64,R,202,R,88,R,35,R,53,R,2,R,1,R,1,R,2195,R,757,R,1438,R,62,R,21,R,41,R,19,R,7,R,12,R,74,R,35,R,39
