UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
215886,1,29,3,4,R,86,R,35,R,51,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,83,R,32,R,51,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
215929,1,29,3,4,R,5633,R,2444,R,3189,R,8,R,4,R,4,R,159,R,60,R,99,R,165,R,70,R,95,R,369,R,171,R,198,R,2,R,0,R,2,R,4449,R,1918,R,2531,R,91,R,40,R,51,R,273,R,117,R,156,R,117,R,64,R,53
215947,1,29,3,4,R,2357,R,869,R,1488,R,4,R,1,R,3,R,20,R,7,R,13,R,174,R,106,R,68,R,56,R,21,R,35,R,1,R,1,R,0,R,1949,R,666,R,1283,R,56,R,17,R,39,R,46,R,14,R,32,R,51,R,36,R,15
215974,1,29,3,4,R,346,R,59,R,287,R,0,R,0,R,0,R,2,R,1,R,1,R,18,R,0,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,326,R,58,R,268,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
215983,1,29,3,4,R,35,R,16,R,19,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,33,R,15,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
215992,1,29,3,4,R,285,R,62,R,223,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,37,R,12,R,25,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,246,R,50,R,196,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216010,1,29,3,4,R,7548,R,3700,R,3848,R,10,R,5,R,5,R,92,R,48,R,44,R,616,R,322,R,294,R,285,R,140,R,145,R,6,R,5,R,1,R,6029,R,2909,R,3120,R,206,R,98,R,108,R,213,R,113,R,100,R,91,R,60,R,31
216038,1,29,3,4,R,8347,R,3529,R,4818,R,9,R,5,R,4,R,41,R,22,R,19,R,411,R,186,R,225,R,169,R,71,R,98,R,3,Z,0,R,3,R,7197,R,2980,R,4217,R,175,R,80,R,95,R,273,R,144,R,129,R,69,R,41,R,28
216047,1,29,3,4,R,238,R,206,R,32,R,0,R,0,R,0,R,2,R,2,R,0,R,9,R,4,R,5,R,11,R,11,R,0,R,0,R,0,R,0,R,215,R,188,R,27,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0
216074,1,29,3,4,R,92,R,4,R,88,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,88,R,4,R,84,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216083,1,29,3,4,R,665,R,229,R,436,R,1,R,1,Z,0,R,7,R,4,R,3,R,9,R,7,R,2,R,3,Z,0,R,3,R,5,R,3,R,2,R,632,R,208,R,424,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1
216162,1,29,3,4,R,139,R,26,R,113,R,0,R,0,R,0,R,4,R,2,R,2,R,8,R,3,R,5,R,14,R,1,R,13,R,0,R,0,R,0,R,113,R,20,R,93,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
216223,1,29,3,4,R,44,R,3,R,41,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,2,R,0,R,2,R,0,R,0,R,0,R,38,R,3,R,35,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
216278,1,29,3,4,R,2187,R,971,R,1216,R,3,R,1,R,2,R,30,R,12,R,18,R,116,R,51,R,65,R,117,R,54,R,63,R,3,R,0,R,3,R,1801,R,805,R,996,R,50,R,19,R,31,R,30,R,6,R,24,R,37,R,23,R,14
216287,1,29,3,4,R,1534,R,753,R,781,R,2,R,1,R,1,R,236,R,132,R,104,R,86,R,29,R,57,R,215,R,78,R,137,Z,0,Z,0,Z,0,R,656,R,345,R,311,R,126,R,59,R,67,R,83,R,40,R,43,R,130,R,69,R,61
216296,1,29,3,4,R,883,R,822,R,61,R,4,R,4,R,0,R,14,R,14,R,0,R,124,R,116,R,8,R,98,R,87,R,11,R,0,R,0,R,0,R,608,R,569,R,39,R,19,R,18,R,1,R,16,R,14,R,2,R,0,R,0,R,0
216311,1,29,3,4,R,124,R,124,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,116,R,116,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,8,Z,0
216339,1,29,3,4,R,37270,R,17917,R,19353,R,76,R,29,R,47,R,3638,R,1800,R,1838,R,4491,R,1634,R,2857,R,1908,R,855,R,1053,R,32,R,11,R,21,R,20998,R,10647,R,10351,R,748,R,283,R,465,R,3193,R,1557,R,1636,R,2186,R,1101,R,1085
216348,1,29,3,4,R,27,R,20,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,R,7,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,13,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216357,1,29,3,4,R,1100,R,549,R,551,R,2,R,2,R,0,R,39,R,5,R,34,R,82,R,51,R,31,R,19,R,9,R,10,R,1,R,0,R,1,R,773,R,374,R,399,R,17,R,6,R,11,R,166,R,101,R,65,R,1,R,1,R,0
216366,1,29,3,4,R,3635,R,1170,R,2465,R,9,R,6,R,3,R,588,R,228,R,360,R,202,R,45,R,157,R,156,R,62,R,94,R,0,R,0,R,0,R,2447,R,743,R,1704,R,0,R,0,R,0,R,102,R,37,R,65,R,131,R,49,R,82
216418,1,29,3,4,R,851,R,378,R,473,R,4,R,2,R,2,R,4,R,3,R,1,R,100,R,49,R,51,R,25,R,13,R,12,Z,0,Z,0,Z,0,R,595,R,257,R,338,R,33,R,16,R,17,R,90,R,38,R,52,Z,0,Z,0,Z,0
216427,1,29,3,4,R,74,R,71,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,4,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,66,R,63,R,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216436,1,29,3,4,R,251,R,242,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,67,R,65,R,2,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,176,R,169,R,7,R,5,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216445,1,29,3,4,R,171,R,168,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,4,R,4,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,163,R,160,R,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216454,1,29,3,4,R,184,R,172,R,12,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,180,R,168,R,12,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216463,1,29,3,4,R,154,R,102,R,52,R,0,R,0,R,0,R,2,R,1,R,1,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,R,133,R,88,R,45,R,0,R,0,R,0,R,5,R,5,R,0,R,8,R,5,R,3
216524,1,29,3,4,R,1596,R,783,R,813,R,3,R,2,R,1,R,81,R,37,R,44,R,97,R,50,R,47,R,84,R,47,R,37,R,3,R,1,R,2,R,1217,R,604,R,613,R,53,R,18,R,35,R,27,R,10,R,17,R,31,R,14,R,17
216542,1,29,3,4,R,1004,R,513,R,491,R,3,R,1,R,2,R,12,R,7,R,5,R,115,R,64,R,51,R,101,R,55,R,46,R,2,R,2,Z,0,R,552,R,280,R,272,R,8,R,7,R,1,R,206,R,96,R,110,R,5,R,1,R,4
216551,1,29,3,4,R,268,R,240,R,28,R,1,R,0,R,1,R,12,R,12,R,0,R,62,R,57,R,5,R,26,R,20,R,6,R,0,R,0,R,0,R,111,R,103,R,8,R,13,R,10,R,3,R,29,R,25,R,4,R,14,R,13,R,1
216579,1,29,3,4,R,112,R,3,R,109,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,38,R,2,R,36,R,3,R,1,R,2,R,2,Z,0,R,2,R,67,Z,0,R,67,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216597,1,29,3,4,R,10696,R,5236,R,5460,R,6,R,2,R,4,R,624,R,326,R,298,R,551,R,229,R,322,R,670,R,326,R,344,R,12,R,3,R,9,R,7849,R,3878,R,3971,R,194,R,86,R,108,R,453,R,222,R,231,R,337,R,164,R,173
216630,1,29,3,4,R,76,R,7,R,69,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,73,R,6,R,67,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216649,1,29,3,4,R,25,R,9,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,25,R,9,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
216667,1,29,3,4,R,1328,R,654,R,674,R,6,R,3,R,3,R,34,R,13,R,21,R,40,R,20,R,20,R,37,R,8,R,29,R,2,R,2,R,0,R,1097,R,559,R,538,R,34,R,11,R,23,R,37,R,18,R,19,R,41,R,20,R,21
216694,1,29,3,4,R,2190,R,799,R,1391,R,6,R,2,R,4,R,19,R,7,R,12,R,65,R,32,R,33,R,18,R,5,R,13,R,3,Z,0,R,3,R,2022,R,737,R,1285,R,20,R,6,R,14,R,34,R,9,R,25,R,3,R,1,R,2
216746,1,29,3,4,R,88,R,85,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,7,R,0,R,7,R,7,R,0,R,0,R,0,R,0,R,74,R,71,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
216764,1,29,3,4,R,15845,R,6209,R,9636,R,20,R,6,R,14,R,349,R,142,R,207,R,1504,R,573,R,931,R,700,R,284,R,416,R,9,R,4,R,5,R,12778,R,5000,R,7778,R,350,R,144,R,206,R,31,R,14,R,17,R,104,R,42,R,62
216773,1,29,3,4,R,95,R,20,R,75,R,1,R,0,R,1,R,1,R,1,R,0,R,6,R,0,R,6,R,1,R,0,R,1,R,0,R,0,R,0,R,83,R,17,R,66,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0
216782,1,29,3,4,R,438,R,52,R,386,R,2,R,0,R,2,R,2,R,1,R,1,R,177,R,26,R,151,R,5,R,2,R,3,R,0,R,0,R,0,R,121,R,7,R,114,R,6,R,0,R,6,R,125,R,16,R,109,R,0,R,0,R,0
216807,1,29,3,4,R,1366,R,560,R,806,R,3,R,2,R,1,R,5,R,3,R,2,R,35,R,22,R,13,R,10,R,5,R,5,R,2,R,1,R,1,R,1102,R,446,R,656,R,25,R,9,R,16,R,181,R,69,R,112,R,3,R,3,R,0
216816,1,29,3,4,R,588,R,454,R,134,R,0,R,0,R,0,R,121,R,101,R,20,R,15,R,8,R,7,R,13,R,10,R,3,R,1,R,0,R,1,R,308,R,240,R,68,R,6,R,1,R,5,R,49,R,39,R,10,R,75,R,55,R,20
216825,1,29,3,4,R,6104,R,2194,R,3910,R,8,R,3,R,5,R,42,R,18,R,24,R,228,R,96,R,132,R,86,R,45,R,41,R,6,R,3,R,3,R,5619,R,1978,R,3641,R,115,R,51,R,64,Z,0,Z,0,Z,0,R,0,R,0,Z,0
216852,1,29,3,4,R,5025,R,1948,R,3077,R,17,R,5,R,12,R,166,R,61,R,105,R,784,R,260,R,524,R,224,R,68,R,156,R,7,R,1,R,6,R,3403,R,1343,R,2060,R,108,R,46,R,62,R,179,R,80,R,99,R,137,R,84,R,53
216931,1,29,3,4,R,4665,R,1970,R,2695,R,7,R,2,R,5,R,94,R,45,R,49,R,126,R,50,R,76,R,157,R,69,R,88,R,5,R,3,R,2,R,3811,R,1515,R,2296,R,96,R,48,R,48,R,169,R,70,R,99,R,200,R,168,R,32
217013,1,29,3,4,R,662,R,80,R,582,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,16,R,2,R,14,R,13,Z,0,R,13,R,2,R,1,R,1,R,422,R,39,R,383,R,11,Z,0,R,11,R,167,R,35,R,132,R,25,R,2,R,23
217040,1,29,3,4,R,52,R,52,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,52,R,52,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
217059,1,29,3,4,R,5250,R,2356,R,2894,R,6,R,2,R,4,R,74,R,37,R,37,R,266,R,102,R,164,R,252,R,106,R,146,R,1,Z,0,R,1,R,4337,R,1959,R,2378,R,140,R,67,R,73,R,155,R,74,R,81,R,19,R,9,R,10
217077,1,29,3,4,R,2027,R,941,R,1086,R,10,R,7,R,3,R,26,R,14,R,12,R,140,R,74,R,66,R,346,R,122,R,224,R,3,R,1,R,2,R,1414,R,690,R,724,R,88,R,33,R,55,R,0,R,0,R,0,R,0,R,0,R,0
217086,1,29,3,4,R,122,R,30,R,92,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,42,R,8,R,34,R,19,R,5,R,14,Z,0,Z,0,Z,0,R,61,R,17,R,44,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,Z,0
217095,1,29,3,4,R,135,R,11,R,124,R,1,R,0,R,1,R,4,R,0,R,4,R,36,R,2,R,34,R,53,R,5,R,48,R,0,R,0,R,0,R,38,R,4,R,34,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0
217156,1,29,3,4,R,8943,R,4347,R,4596,R,27,R,11,R,16,R,1036,R,469,R,567,R,513,R,215,R,298,R,860,R,357,R,503,R,9,R,5,R,4,R,3792,R,2000,R,1792,R,371,R,154,R,217,R,846,R,372,R,474,R,1489,R,764,R,725
217165,1,29,3,4,R,3454,R,2014,R,1440,R,14,R,9,R,5,R,144,R,70,R,74,R,142,R,87,R,55,R,208,R,119,R,89,R,5,R,4,R,1,R,2556,R,1495,R,1061,R,1,R,1,R,0,R,147,R,84,R,63,R,237,R,145,R,92
217235,1,29,3,4,R,10369,R,4321,R,6048,R,18,R,10,R,8,R,146,R,62,R,84,R,884,R,378,R,506,R,926,R,369,R,557,R,6,R,1,R,5,R,5201,R,2067,R,3134,R,396,R,164,R,232,R,1254,R,508,R,746,R,1538,R,762,R,776
217244,1,29,3,4,R,125,R,7,R,118,R,2,Z,0,R,2,R,5,Z,0,R,5,R,12,Z,0,R,12,R,15,R,2,R,13,Z,0,Z,0,Z,0,R,48,R,3,R,45,R,3,Z,0,R,3,R,40,R,2,R,38,Z,0,Z,0,Z,0
217305,1,29,3,4,R,2933,R,2010,R,923,R,17,R,13,R,4,R,47,R,36,R,11,R,134,R,96,R,38,R,248,R,181,R,67,R,2,R,1,R,1,R,2017,R,1336,R,681,R,31,R,21,R,10,R,331,R,244,R,87,R,106,R,82,R,24
217323,1,29,3,4,R,157,R,150,R,7,Z,0,Z,0,Z,0,R,5,R,5,Z,0,R,34,R,34,Z,0,R,57,R,52,R,5,R,1,R,1,Z,0,R,54,R,52,R,2,Z,0,Z,0,Z,0,R,6,R,6,Z,0,Z,0,Z,0,Z,0
217350,1,29,3,4,R,36,R,1,R,35,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,0,R,7,R,25,R,1,R,24,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
217402,1,29,3,4,R,4665,R,2026,R,2639,R,6,R,3,R,3,R,52,R,15,R,37,R,182,R,73,R,109,R,290,R,104,R,186,R,7,R,6,R,1,R,3590,R,1582,R,2008,R,68,R,28,R,40,R,382,R,164,R,218,R,88,R,51,R,37
217420,1,29,3,4,R,8700,R,2744,R,5956,R,27,R,6,R,21,R,208,R,57,R,151,R,613,R,209,R,404,R,977,R,266,R,711,R,6,R,1,R,5,R,5729,R,1809,R,3920,R,160,R,54,R,106,R,965,R,338,R,627,R,15,R,4,R,11
217475,1,29,3,4,R,17699,R,7223,R,10476,R,105,R,48,R,57,R,568,R,229,R,339,R,1697,R,747,R,950,R,3236,R,1255,R,1981,R,6,R,6,R,0,R,10708,R,4408,R,6300,R,581,R,221,R,360,R,788,R,306,R,482,R,10,R,3,R,7
217484,1,29,3,4,R,16387,R,7455,R,8932,R,51,R,18,R,33,R,539,R,267,R,272,R,772,R,346,R,426,R,1254,R,505,R,749,R,6,R,1,R,5,R,11131,R,5084,R,6047,R,332,R,143,R,189,R,1923,R,873,R,1050,R,379,R,218,R,161
217493,1,29,3,4,R,2420,R,837,R,1583,R,4,R,1,R,3,R,359,R,102,R,257,R,59,R,26,R,33,R,186,R,69,R,117,R,2,R,2,R,0,R,804,R,319,R,485,R,79,R,32,R,47,R,284,R,104,R,180,R,643,R,182,R,461
217518,1,29,3,4,R,4732,R,2369,R,2363,R,10,R,2,R,8,R,59,R,26,R,33,R,95,R,44,R,51,R,252,R,117,R,135,R,2,R,1,R,1,R,3516,R,1728,R,1788,R,77,R,35,R,42,R,486,R,244,R,242,R,235,R,172,R,63
217536,1,29,3,4,R,2603,R,824,R,1779,R,11,R,1,R,10,R,35,R,12,R,23,R,60,R,30,R,30,R,143,R,53,R,90,R,2,R,0,R,2,R,1919,R,577,R,1342,R,44,R,13,R,31,R,353,R,124,R,229,R,36,R,14,R,22
217572,1,29,3,4,R,122,R,20,R,102,R,0,R,0,R,0,R,3,R,0,R,3,R,7,R,1,R,6,R,9,R,0,R,9,R,0,R,0,R,0,R,103,R,19,R,84,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
217581,1,29,3,4,R,88,R,1,R,87,R,1,R,0,R,1,R,2,R,0,R,2,R,3,R,0,R,3,R,2,R,0,R,2,R,0,R,0,R,0,R,73,R,0,R,73,R,1,R,0,R,1,R,6,R,1,R,5,R,0,R,0,R,0
217606,1,29,3,4,R,409,R,229,R,180,R,2,R,0,R,2,R,8,R,3,R,5,R,52,R,30,R,22,R,54,R,35,R,19,R,10,R,5,R,5,R,252,R,142,R,110,R,6,R,2,R,4,R,11,R,6,R,5,R,14,R,6,R,8
217615,1,29,3,4,R,2583,R,931,R,1652,R,24,R,9,R,15,R,21,R,7,R,14,R,843,R,268,R,575,R,89,R,22,R,67,R,7,R,2,R,5,R,1553,R,610,R,943,R,21,R,8,R,13,R,25,R,5,R,20,R,0,R,0,R,0
217624,1,29,3,4,R,651,R,250,R,401,R,0,R,0,R,0,R,2,R,1,R,1,R,648,R,249,R,399,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
217633,1,29,3,4,R,2966,R,1035,R,1931,R,18,R,7,R,11,R,32,R,12,R,20,R,286,R,92,R,194,R,89,R,33,R,56,R,2,R,0,R,2,R,2298,R,778,R,1520,R,0,R,0,R,0,R,241,R,113,R,128,R,0,R,0,R,0
217688,1,29,3,4,R,3269,R,1166,R,2103,R,19,R,7,R,12,R,47,R,18,R,29,R,967,R,346,R,621,R,101,R,29,R,72,R,4,R,0,R,4,R,1942,R,699,R,1243,R,52,R,15,R,37,R,114,R,45,R,69,R,23,R,7,R,16
217712,1,29,3,4,R,2427,R,693,R,1734,R,12,R,5,R,7,R,25,R,8,R,17,R,866,R,219,R,647,R,171,R,62,R,109,R,4,R,2,R,2,R,1227,R,352,R,875,R,18,R,7,R,11,R,102,R,38,R,64,R,2,R,0,R,2
217721,1,29,3,4,R,2512,R,1256,R,1256,R,1,R,1,R,0,R,10,R,5,R,5,R,2480,R,1238,R,1242,R,9,R,8,R,1,R,0,R,0,R,0,R,6,R,4,R,2,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0
217749,1,29,3,4,R,3364,R,1483,R,1881,R,8,R,2,R,6,R,67,R,29,R,38,R,42,R,15,R,27,R,178,R,74,R,104,R,13,R,7,R,6,R,2647,R,1157,R,1490,R,90,R,48,R,42,R,130,R,62,R,68,R,189,R,89,R,100
217776,1,29,3,4,R,1701,R,623,R,1078,R,9,R,4,R,5,R,7,R,4,R,3,R,535,R,147,R,388,R,49,R,16,R,33,R,3,R,1,R,2,R,957,R,382,R,575,R,18,R,8,R,10,R,95,R,39,R,56,R,28,R,22,R,6
217794,1,29,3,4,R,106,R,8,R,98,R,1,R,1,R,0,R,1,R,0,R,1,R,55,R,2,R,53,R,2,R,0,R,2,R,0,R,0,R,0,R,43,R,5,R,38,R,3,R,0,R,3,R,1,R,0,R,1,R,0,R,0,R,0
217819,1,29,3,4,R,11619,R,4224,R,7395,R,15,R,4,R,11,R,177,R,70,R,107,R,749,R,237,R,512,R,471,R,162,R,309,R,17,R,8,R,9,R,9507,R,3485,R,6022,R,354,R,119,R,235,R,165,R,60,R,105,R,164,R,79,R,85
217828,1,29,3,4,R,59,R,2,R,57,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,24,R,1,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,35,R,1,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
217837,1,29,3,4,R,1153,R,413,R,740,R,20,R,5,R,15,R,3,R,2,R,1,R,472,R,155,R,317,R,10,R,5,R,5,R,0,R,0,R,0,R,625,R,237,R,388,R,15,R,6,R,9,R,8,R,3,R,5,R,0,R,0,R,0
217864,1,29,3,4,R,3598,R,2852,R,746,R,42,R,38,R,4,R,78,R,60,R,18,R,339,R,229,R,110,R,186,R,156,R,30,R,8,R,6,R,2,R,2828,R,2274,R,554,R,73,R,60,R,13,R,9,R,4,R,5,R,35,R,25,R,10
217873,1,29,3,4,R,1884,R,690,R,1194,R,16,R,4,R,12,R,9,R,4,R,5,R,1711,R,600,R,1111,R,29,R,12,R,17,R,0,R,0,R,0,R,32,R,23,R,9,R,9,R,3,R,6,R,0,R,0,R,0,R,78,R,44,R,34
217882,1,29,3,4,R,21303,R,11574,R,9729,R,31,R,14,R,17,R,353,R,211,R,142,R,1270,R,658,R,612,R,522,R,269,R,253,R,17,R,9,R,8,R,16324,R,8718,R,7606,R,418,R,212,R,206,R,841,R,430,R,411,R,1527,R,1053,R,474
217891,1,29,3,4,R,185,R,116,R,69,R,0,R,0,R,0,R,0,R,0,R,0,R,185,R,116,R,69,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
217907,1,29,3,4,R,1172,R,443,R,729,R,4,R,1,R,3,R,2,R,1,R,1,R,411,R,107,R,304,R,35,R,19,R,16,R,2,R,2,R,0,R,604,R,261,R,343,R,23,R,14,R,9,R,69,R,20,R,49,R,22,R,18,R,4
217925,1,29,3,4,R,1154,R,633,R,521,R,2,R,1,R,1,R,40,R,30,R,10,R,197,R,99,R,98,R,33,R,16,R,17,R,1,R,0,R,1,R,771,R,423,R,348,R,21,R,12,R,9,R,23,R,12,R,11,R,66,R,40,R,26
217934,1,29,3,4,R,1169,R,66,R,1103,R,4,R,0,R,4,R,12,R,2,R,10,R,444,R,28,R,416,R,65,R,2,R,63,R,2,R,0,R,2,R,596,R,33,R,563,R,31,R,1,R,30,R,7,R,0,R,7,R,8,R,0,R,8
217961,1,29,3,4,R,1333,R,139,R,1194,R,0,R,0,R,0,R,6,R,0,R,6,R,84,R,6,R,78,R,41,R,2,R,39,R,0,R,0,R,0,R,747,R,96,R,651,R,27,R,0,R,27,R,412,R,35,R,377,R,16,R,0,R,16
217989,1,29,3,4,R,1838,R,739,R,1099,R,1,R,1,R,0,R,1,R,1,R,0,R,1786,R,722,R,1064,R,6,R,2,R,4,R,0,R,0,R,0,R,41,R,10,R,31,R,0,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,0
217998,1,29,3,4,R,815,R,475,R,340,R,1,R,0,R,1,R,5,R,4,R,1,R,128,R,72,R,56,R,24,R,18,R,6,R,4,R,3,R,1,R,485,R,272,R,213,R,0,R,0,R,0,R,168,R,106,R,62,R,0,R,0,R,0
218025,1,29,3,4,R,5991,R,2069,R,3922,R,48,R,13,R,35,R,47,R,20,R,27,R,2953,R,864,R,2089,R,103,R,38,R,65,R,6,R,3,R,3,R,2509,R,1021,R,1488,R,7,R,1,R,6,R,318,R,109,R,209,R,0,R,0,R,0
218043,1,29,3,4,R,135,R,11,R,124,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,40,R,4,R,36,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,92,R,6,R,86,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
218061,1,29,3,4,R,4058,R,1228,R,2830,R,13,R,5,R,8,R,41,R,20,R,21,R,1880,R,437,R,1443,R,45,R,14,R,31,R,4,R,2,R,2,R,1949,R,695,R,1254,R,10,R,4,R,6,R,60,R,11,R,49,R,56,R,40,R,16
218070,1,29,3,4,R,2953,R,1226,R,1727,R,4,R,1,R,3,R,57,R,25,R,32,R,150,R,78,R,72,R,102,R,47,R,55,R,1,R,0,R,1,R,2381,R,952,R,1429,R,67,R,31,R,36,R,83,R,41,R,42,R,108,R,51,R,57
218089,1,29,3,4,R,156,R,70,R,86,R,0,R,0,R,0,R,1,R,0,R,1,R,62,R,28,R,34,R,4,R,2,R,2,R,0,R,0,R,0,R,13,R,6,R,7,R,0,R,0,R,0,R,2,R,2,R,0,R,74,R,32,R,42
218113,1,29,3,4,R,13448,R,5588,R,7860,R,65,R,31,R,34,R,183,R,75,R,108,R,3066,R,1134,R,1932,R,910,R,383,R,527,R,16,R,7,R,9,R,8232,R,3556,R,4676,R,281,R,110,R,171,R,635,R,275,R,360,R,60,R,17,R,43
218140,1,29,3,4,R,7660,R,2723,R,4937,R,36,R,15,R,21,R,80,R,33,R,47,R,1700,R,497,R,1203,R,270,R,75,R,195,R,9,R,5,R,4,R,5328,R,2022,R,3306,R,178,R,59,R,119,R,46,R,13,R,33,R,13,R,4,R,9
218159,1,29,3,4,R,85,R,8,R,77,R,0,R,0,R,0,R,0,R,0,R,0,R,44,R,3,R,41,R,0,R,0,R,0,R,0,R,0,R,0,R,41,R,5,R,36,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
