UNITID,TUITION2,FEE2
241395,4420,416
241410,4760,518
241517,6182,800
241614,3120,380
241720,2040,330
241739,4344,850
241766,1920,850
241793,.,.
241836,4680,720
241951,4404,375
242042,1080,25
242112,6400,80
242121,5715,375
242130,6330,0
242149,6330,0
242556,1080,25
242565,1080,25
242583,1080,25
242617,4080,516
242626,4080,1202
242635,4080,520
242644,4080,516
242653,6120,543
242662,4080,520
242680,4080,619
242699,4080,1202
242705,4080,516
242723,.,.
242972,6120,795
242981,6120,795
243081,.,.
243106,1802,949
243115,1802,1142
243133,1802,1142
243142,2703,1023
243151,2703,4016
243179,1802,1142
243188,1802,949
243197,1802,949
243203,1908,3718
243212,1802,949
243221,1327,944
243346,4344,850
243443,4320,850
243498,.,.
243568,6579,2575
243577,6768,780
243586,4420,416
243601,4344,850
243638,3780,400
243647,2640,610
243665,3990,604
243744,40050,1514
243780,8893,585
243823,5775,460
243832,4680,720
243841,6330,0
244011,17748,300
244154,17748,300
244190,12750,30
244233,12200,1000
244437,2065,760
244446,1800,446
245032,13200,125
245342,10975,859
245421,9750,125
245430,9750,125
245625,2790,570
245652,43655,400
245731,6550,0
245777,7800,0
245838,24120,780
245847,16308,100
245865,.,.
245883,18900,405
245892,21184,600
245953,13680,1050
246008,16650,200
246345,.,.
246354,3360,272
246789,.,.
246813,1800,260
247065,11196,486
247153,16080,0
247162,.,.
247603,7200,870
247649,48210,500
247700,12312,405
247773,5200,100
247825,7440,150
247834,1830,214
247922,.,.
247940,3240,0
248776,2250,250
248846,25469,728
248882,12555,405
248934,13600,500
249609,13500,75
250027,7990,975
250285,11700,1747
250407,14142,25
250744,16080,0
250902,14250,1000
251251,17748,300
251260,3210,570
251312,15735,175
260293,15156,180
260372,3840,30
260789,18934,0
260813,19240,1250
260901,14854,300
260910,20436,45
260947,9440,1150
260956,.,.
260974,17748,300
260992,21360,260
261472,17748,300
261861,11235,750
261931,13600,500
262022,.,.
262031,3840,0
262086,9858,0
262129,4491,1569
262332,15879,0
262457,14125,100
363387,12975,120
363439,15600,1375
363457,12636,1500
363590,11736,0
363633,1152,46
363712,8000,500
363721,.,.
363907,4080,800
363916,4080,800
363934,19400,100
364016,1824,30
364025,1824,30
364122,1500,215
364168,16432,2400
364885,16560,184
364973,12150,0
365055,19656,0
365204,17112,650
365426,.,.
366003,4950,65
366252,11370,2220
366261,10804,100
366340,1680,770
366368,.,.
366395,3990,840
366401,864,30
366447,1800,300
366465,2250,360
366535,15297,0
366544,15660,0
366553,12600,900
366571,3300,0
366580,17748,300
366605,.,.
366650,17748,300
366678,17748,300
366696,17748,300
366702,.,.
366711,5472,1124
366748,12607,372
366757,.,.
366793,.,.
367024,15327,25
367097,13125,345
367103,8210,50
367112,8532,1296
367194,22620,900
367413,15385,165
367459,2820,478
367839,4176,380
367884,11280,500
367909,16272,180
367936,12240,372
367954,.,.
368443,16500,960
368452,14100,100
368601,17748,300
368805,14328,90
368911,2250,248
369002,.,.
369084,19044,300
369419,2787,100
369455,18406,1050
369516,23400,2100
369659,.,.
369817,.,.
369862,12672,277
369905,23355,35
371052,12495,250
371760,12975,120
371779,12975,120
371982,14500,0
372037,14076,100
372213,10716,699
372222,11170,749
372329,10800,0
372523,15552,60
372578,17748,300
372921,12393,1710
372958,16428,0
373058,10893,892
373085,10568,540
373447,7009,875
373827,11814,930
374024,.,.
374972,15570,0
375230,7200,0
375416,16385,0
375489,10568,540
375568,5550,0
375841,14238,0
376039,10725,750
376136,13913,0
376224,6182,1350
376288,8029,55
376321,6200,150
376330,9107,50
376695,4280,425
377069,17748,300
377111,15316,0
377449,10800,147
377458,12720,1147
377546,18200,800
377555,9746,495
377564,9746,597
377634,6000,150
377652,9350,150
377661,9350,150
377670,9350,150
378406,17748,300
378576,10735,350
379029,13926,0
380094,15193,0
380359,2380,340
380368,4590,452
380377,3420,300
380438,14346,0
380465,10365,749
381352,.,.
381459,.,.
381529,3152,822
381617,7560,0
381732,9450,1010
381741,15497,0
381787,14617,306
381909,17748,300
382063,5866,749
382504,13540,0
382771,9000,900
382911,2256,212
382957,12181,150
383020,.,.
383190,2328,134
383400,9600,1350
383507,7335,85
383950,14850,0
383996,1080,20
384254,28650,400
384306,.,.
384333,1824,30
384342,7380,240
384360,4704,490
384379,5146,490
384388,5040,490
384397,4320,490
384412,10680,1000
384421,10700,200
385008,14121,0
385503,19768,2156
385619,12720,1600
386153,7650,285
386472,11900,0
387660,14000,500
388043,10980,121
388520,8676,360
389727,13140,100
390701,14436,180
391582,11891,0
392354,6000,0
392840,17010,1404
395362,864,1
398130,12492,1554
398574,18375,500
399212,864,34
399869,16500,200
399911,26294,932
401223,4320,100
401250,.,.
402615,10440,180
402776,27000,125
402828,.,.
403469,7252,490
403478,7252,490
403487,7252,490
404073,7560,0
404082,7560,0
404222,.,.
404338,15660,2700
404365,10975,888
404374,10688,895
404383,11381,878
404426,2490,150
404499,14665,0
404505,12647,0
404514,14300,0
404648,7560,0
404806,6290,100
404921,12000,100
404994,11880,214
405058,8900,100
405854,9600,0
405872,3528,754
405979,10221,749
405988,9474,749
405997,9469,749
406006,11964,749
406015,12328,749
406194,14617,306
406200,9990,650
406219,15600,1476
406264,10269,0
406547,12200,1000
407063,17748,300
407285,15660,0
407319,17748,300
407328,11040,0
407629,.,.
408039,10568,540
408394,3357,1656
408437,2500,200
408844,12600,570
409069,17748,300
409254,.,.
409315,4935,1110
409333,18500,1480
409616,.,.
409670,15552,180
409698,5472,491
409829,11361,25
409838,10440,260
409874,12975,120
410283,10568,540
410496,15570,35
410502,18648,300
410520,11706,125
411754,6930,150
412599,15204,0
413413,11700,0
413617,5760,130
413626,4200,230
413644,.,.
413802,3700,0
413839,17748,300
413848,17748,300
413857,17748,300
413866,17748,300
413884,17748,300
413918,13500,675
414160,7560,0
414461,8304,450
414531,17748,300
414568,17748,300
414586,17748,300
414595,20243,245
414708,10080,0
414823,23955,1152
414841,17748,300
414850,12780,435
414878,9120,0
414911,5800,1500
414966,.,.
416801,4350,725
416962,10349,749
417275,3300,50
417318,9936,2300
417327,11340,1120
417345,.,.
417734,12600,1200
417752,7350,830
417886,7900,0
417910,13500,0
418126,11880,186
418223,9800,525
418409,11848,600
418782,6995,36
418870,13500,815
419031,3000,200
419183,9000,75
419341,10000,75
419457,12240,372
419509,11933,749
419536,.,.
419703,6995,36
419712,6995,36
419721,6995,36
420006,14466,180
420024,10800,147
420042,11170,749
420307,13627,100
420316,13140,0
420325,4750,0
420352,12000,800
420398,3360,272
420404,17748,300
420431,1800,270
420440,2580,780
420495,15358,0
420501,15728,325
420538,2520,510
420556,3024,360
420705,.,.
420723,3600,425
420866,12240,372
420972,.,.
421009,9485,749
421018,11419,749
421513,10568,540
421708,14322,29
421832,14525,800
421841,28550,500
422020,12165,100
423476,5472,490
423643,.,.
423652,3564,252
423670,12780,435
423980,16808,0
425986,12083,594
426314,6960,0
427663,17748,300
427973,11700,1747
427982,12720,1147
428000,17400,0
428170,14184,880
428259,9480,0
428268,12240,372
428286,17388,300
428329,9900,1305
428338,.,.
428392,2628,447
428444,17316,300
429012,70024,0
429085,.,.
429094,.,.
429128,4704,20
429599,17748,300
430087,10440,220
430148,12975,120
430157,15512,1400
430166,15512,1400
430184,14670,135
430263,17748,300
430351,17748,300
430360,17748,300
430379,17748,300
430388,17748,300
430485,21867,1685
430591,.,.
430670,3060,2287
430704,7990,369
430810,18610,1910
430883,7000,635
430935,5850,700
431123,9160,80
431248,6840,950
431266,600,775
431309,8368,185
431600,12375,270
431929,5504,643
431983,7700,200
432199,15294,80
432214,15294,80
432223,10982,749
432232,10397,749
432241,10421,749
432348,.,.
432357,.,.
432384,17991,0
432524,19000,1270
432533,18648,300
433004,30000,700
433217,.,.
433387,5780,90
433420,10980,1155
433536,11040,0
433563,13702,1500
433660,3742,1790
434016,3000,1380
434034,8460,1080
434052,17748,300
434061,2112,490
434414,10500,200
434432,11140,1160
434441,.,.
434539,12200,1000
434548,17748,300
434557,17748,300
434566,17748,300
434575,17748,300
434584,2400,340
434672,4704,718
434690,15512,1400
434715,.,.
434751,2424,861
434812,12720,147
434821,13982,1150
434900,8368,185
434937,9500,500
434946,10389,749
434955,10403,749
434964,10412,749
434973,10358,749
434982,9485,749
434991,9485,749
435000,5977,1200
436021,.,.
436094,12240,372
436182,11145,888
436191,11063,910
436261,.,.
436304,2112,360
436438,12240,372
436465,8368,165
436483,13527,405
436553,6800,75
436599,18900,0
436614,10806,760
436784,9075,355
436818,8256,618
436827,8256,618
436836,8256,628
437042,17748,300
437051,17748,300
437060,9100,760
437097,11700,120
437103,2112,720
437219,17748,300
437316,32100,523
437325,10125,1215
437343,.,.
437361,.,.
437653,9195,50
437750,12000,1000
437848,14765,255
438151,18000,0
438212,9000,820
438382,9470,749
438416,10982,749
438498,14985,150
438586,16311,380
438601,14888,537
438610,10733,749
438629,10733,749
438647,11700,0
438708,2184,0
438735,11700,1747
438869,15702,0
438902,14796,180
438966,12780,435
439020,.,.
439057,12240,372
439136,17748,300
439145,3152,303
439163,15294,80
439190,3336,270
439279,11391,749
439288,23955,1152
439297,11419,749
439303,9600,705
439312,9600,705
439330,15294,80
439394,.,.
439446,13000,595
439455,25202,611
439482,12000,1500
439491,13144,1200
439613,11850,370
439701,7740,405
439738,13400,777
439783,13608,240
439792,12087,353
439817,.,.
439862,7080,550
439899,7770,330
439914,.,.
439969,9850,675
440004,.,.
440031,.,.
440059,11700,1647
440147,14617,306
440165,17748,300
440244,3234,120
440271,16186,0
440299,14238,0
440305,4530,180
440341,17496,300
440378,12720,1147
440396,10400,0
440402,1992,216
440411,15120,0
440420,11794,749
440439,10858,749
440448,10858,749
440457,10982,749
440466,9672,749
440484,14765,255
440536,15294,80
440545,15294,80
440572,.,.
440581,.,.
440590,15294,80
440624,2112,550
440642,17748,300
440651,4172,945
440749,6750,0
440758,12555,405
440767,13527,405
440794,15000,450
440800,17400,0
440819,17400,0
440828,5904,555
440873,10069,850
440882,10227,672
440891,10779,850
440916,.,.
440925,12600,0
441025,9900,0
441070,1440,600
441104,.,.
441131,.,.
441159,.,.
441186,5472,234
441201,11664,360
441229,28300,100
441238,.,.
441308,.,.
441399,14301,25
441478,9895,660
441487,14493,1867
441496,11700,1747
441502,14268,1275
441511,4800,100
441609,9000,0
441636,12280,650
441690,3000,400
441706,9525,60
441751,8400,100
441760,2256,1323
441788,11700,1747
441900,3398,608
441928,12816,100
441937,5472,844
441955,17748,300
441964,17748,300
441973,18648,300
441982,39000,1075
442000,4530,180
442064,.,.
442143,10965,749
442152,10358,749
442161,10421,749
442170,9921,749
442189,10358,749
442213,10000,350
442222,12240,372
442231,14673,0
442295,.,.
442310,14688,0
442338,17748,300
442347,17748,300
442356,16660,1200
442365,15294,80
442383,10425,1300
442392,.,.
442408,10800,850
442426,21000,4000
442435,8210,50
442444,15225,100
442499,14147,351
442505,14147,351
442523,7500,194
442569,6360,30
442578,15660,0
442639,10680,1000
442684,14800,100
442718,12312,405
442745,13550,100
442781,1344,10
442790,14976,0
442806,.,.
442824,15294,80
442842,12517,390
442897,.,.
442949,14391,1063
443030,.,.
443049,7200,360
443058,5100,360
443076,.,.
443128,.,.
443270,14184,880
443304,9125,275
443331,32472,230
443340,8775,260
443377,15286,468
443410,25000,160
443438,13800,650
443456,10358,749
443465,9797,749
443474,10421,749
443492,3720,0
443526,17748,300
443535,17748,300
443544,10326,749
443562,4680,795
443623,13494,0
443650,9252,1740
443687,14617,306
443702,.,.
443748,13536,0
443766,15345,135
443784,14670,135
443854,14976,0
443881,10421,749
443890,10421,749
443906,11419,749
443924,9485,749
443951,6300,100
443988,.,.
443997,15294,80
444024,11736,0
444033,15294,80
444042,6120,795
444060,14147,351
444103,.,.
444121,16430,0
444130,8808,0
444158,12760,0
444167,7560,0
444194,6380,0
444219,0,972
444255,18000,1600
444398,6000,600
444413,8970,0
444547,8600,100
444565,13263,3712
444583,10250,100
444671,6330,0
444699,.,.
444723,12480,0
444778,7300,250
444927,17316,300
444954,2754,198
444972,12720,147
444990,4920,120
445009,6180,960
445018,3082,0
445027,15660,0
445072,14617,306
445081,17748,300
445090,15200,350
445115,14114,0
445124,12600,225
445133,13680,390
445142,13747,0
445188,11220,1850
445197,14976,0
445203,15193,0
445249,15152,0
445267,5700,150
445276,14617,306
445300,10733,749
445319,11419,749
445391,9485,749
445407,15294,80
445416,20436,25
445434,14796,180
445470,14688,0
445559,10850,888
445674,3484,450
445692,21600,4580
445708,23955,1152
445717,11971,749
445726,12319,1484
445735,26868,1051
445753,13383,100
445762,11700,1747
445869,.,.
445920,15660,0
445939,15660,0
446002,.,.
446039,.,.
446048,19440,650
446163,9998,300
446224,16480,500
446233,14250,890
446251,.,.
446349,5284,937
446385,20700,300
446394,4470,120
446446,12720,1147
446516,5550,545
446598,14800,210
446604,7300,0
446613,6864,288
446640,22500,0
446668,17316,300
446677,15790,0
446701,9485,749
446710,9485,749
446729,10421,749
446738,10858,749
446747,10858,749
446756,10358,749
446765,10421,749
446774,408,2712
446792,14580,0
446808,13860,75
446817,12600,375
446835,14170,0
446844,14348,0
446880,8532,1017
446899,17748,300
446905,17748,300
446914,17748,300
446923,17748,300
446932,.,.
447050,6000,300
447069,15036,255
447236,12420,0
447263,25201,1710
447272,12240,372
447290,13349,540
447351,14125,100
447360,3035,0
447397,12780,435
447421,13967,0
447458,22400,225
447476,12960,1420
447485,15294,80
447582,3080,0
447625,13568,0
447652,10421,749
447661,10345,749
447670,15660,0
447689,2520,1564
447698,.,.
447801,.,.
447847,15125,44725
447935,10128,2160
447953,7800,1320
448284,8120,90
448309,8640,300
448345,17835,300
448363,14315,100
448372,18625,100
448415,14181,600
448442,17748,300
448451,17748,300
448460,17748,300
448479,17748,300
448488,17748,300
448497,17748,300
448503,17748,300
448512,17748,300
448521,9485,749
448530,9485,749
448549,9826,749
448558,9922,749
448567,9485,749
448576,18648,300
448585,12312,405
448594,864,0
448600,9144,270
448628,15036,255
448664,9540,1260
448673,12600,40
448691,.,.
448734,12240,372
448752,15790,0
448761,15790,0
448789,13216,0
448804,9990,0
448822,10733,749
448831,10733,749
448840,5189,10
448859,15286,468
448877,15294,80
449010,17496,300
449038,14670,135
449083,9650,2150
449092,9936,2150
449117,9504,1155
449126,11664,360
449135,8368,185
449144,8368,185
449153,8368,185
449302,15600,1110
449339,6000,0
449348,3120,105
449384,24000,825
449481,.,.
449524,9540,300
449579,.,.
449658,8700,0
449685,5550,25
449700,14300,100
449719,12370,0
449764,20000,0
449870,8040,500
449889,.,.
449898,15735,175
449922,.,.
449931,8520,0
450003,11664,360
450021,13406,1200
450049,17388,100
450058,20349,2344
450067,10428,860
450085,17496,300
450094,18648,370
450119,13568,1502
450128,14784,1200
450191,13140,100
450207,17748,300
450216,17748,300
450225,17748,300
450234,17748,300
450243,17748,300
450252,17748,300
450261,17748,300
450270,17748,300
450289,17088,100
450298,14670,135
450304,.,.
450377,14670,135
450386,12780,435
450429,14760,0
450438,8640,447
450447,12600,200
450456,10421,749
450465,11700,200
450474,9922,749
450483,10358,749
450492,10421,749
450508,15294,80
450517,15294,80
450526,12240,372
450535,12240,372
450544,12240,372
450571,12600,40
450766,30046,1380
450933,4800,95
450942,.,.
450979,6000,0
451006,12075,75
451060,13968,0
451079,.,.
451130,.,.
451200,14350,1535
451370,10200,0
451398,11650,150
451404,6200,0
451413,14300,2025
451510,.,.
451556,11500,1500
451592,12720,147
451608,13000,590
451635,8625,250
451662,16452,1600
451671,5048,5
451680,5092,10
451699,11235,540
451705,15790,0
451741,6182,1350
451750,15570,35
451769,15660,0
451796,17388,0
451820,17568,200
451848,18648,100
451857,15222,0
451866,16327,0
451875,12353,405
451884,12312,405
451909,13230,140
451936,17748,300
451945,17748,300
451954,17748,300
451963,17748,300
451972,17748,300
451981,17748,300
451990,17748,300
452018,17568,100
452027,17184,300
452054,16743,0
452063,12822,0
452090,12240,372
452106,900,140
452115,14000,100
452124,13152,121
452133,13410,150
452373,11196,486
453109,13125,345
453127,14670,135
453163,14670,135
453215,14670,135
453455,10980,121
453464,10980,121
453473,10980,121
453482,10980,121
453747,7740,400
453756,14932,125
454184,28890,350
454209,15294,80
454227,15600,500
454236,16060,450
454245,15600,500
454458,16200,1300
454582,10560,0
454591,14760,0
454616,21315,2985
454625,13140,100
454689,7300,95
454698,13393,157
454740,6506,283
454838,.,.
454856,13956,875
454935,8800,0
455099,.,.
455114,2812,1452
455169,.,.
455178,.,.
455257,6200,0
455406,.,.
455433,.,.
455479,13500,230
455488,17584,1508
455512,956,20
455549,16080,0
455558,18000,0
455567,8962,856
455585,15660,0
455600,10939,540
455619,9000,540
455628,20576,2600
455646,15600,1110
455655,9648,975
455664,.,.
455673,9750,125
455682,.,.
455707,14780,0
455716,17520,100
455770,20964,750
455804,.,.
455813,.,.
455974,4374,706
455992,.,.
456010,17496,150
456056,17259,0
456117,9144,270
456171,.,.
456180,12846,625
456205,9540,1155
456278,13200,125
456296,12600,0
456311,13348,0
456348,19440,372
456357,14181,600
456366,14181,600
456375,13144,500
456393,17748,300
456409,17748,300
456418,17748,300
456427,17748,300
456436,17748,300
456445,17748,300
456454,11974,710
456481,11340,555
456490,10620,295
456542,.,.
456612,10568,540
456621,14670,135
456630,14670,135
456667,14670,135
456782,15660,0
456791,10568,540
456807,15660,0
456816,15660,0
456834,15660,0
456852,15225,100
456940,11100,1750
456959,11322,1370
456977,9936,2150
456995,14346,0
457004,10980,121
457022,10560,0
457129,15600,500
457183,27360,0
457226,6300,40
457262,7490,75
457271,.,.
457332,16990,250
457350,.,.
457387,2803,275
457402,7200,210
457411,11700,1747
457484,7080,512
457493,10000,0
457697,6000,0
457767,13000,100
457794,4500,0
457925,9500,450
457970,7881,0
458113,6000,75
458140,13050,0
458159,.,.
458210,32771,254
458229,32473,230
458256,13140,100
458380,16080,0
458405,9000,1125
458423,.,.
458432,12780,435
458441,9000,1015
458469,6120,795
458496,17496,300
458502,15570,35
458511,.,.
458557,15600,1190
458593,17520,100
458609,14226,25
458618,14088,25
458636,12317,0
458654,13536,0
458663,15476,0
458681,18500,1600
458733,15660,0
458742,16200,0
458751,15660,0
458760,15660,0
458779,15660,0
458885,14670,135
458919,14670,135
458937,14670,135
458955,14670,135
458964,14670,135
458973,14670,135
458982,17568,300
458991,15660,0
459091,14760,0
459107,15570,100
459204,22921,1464
459222,.,.
459259,15735,175
459268,15735,175
459310,6050,150
459417,13475,380
459435,6000,0
459444,9950,470
459587,17748,300
459596,17748,300
459602,17748,300
459611,17748,300
459620,17748,300
459639,17748,300
459648,17748,300
459657,17748,300
459666,17748,300
459675,17748,300
459684,17748,300
459693,17748,300
459709,17748,300
459718,17748,300
459727,15600,300
459736,.,.
459745,.,.
459824,27360,4206
459833,10980,121
459842,11040,0
459851,11040,0
459930,12975,120
459994,14670,135
460020,15410,580
460039,10568,720
460048,9641,540
460075,4800,310
460093,15680,60
460109,15680,60
460118,15680,60
460127,15680,60
460215,13140,0
460349,18774,0
460358,14976,0
460394,1080,37
460464,1080,34
460473,15600,2370
460482,16080,0
460613,10939,540
460640,9280,495
460677,6330,0
460738,8880,205
460747,25000,250
460756,12500,589
460774,13460,0
460783,13905,0
460817,9180,900
460826,9000,1125
460835,9072,1350
460844,13140,0
460853,17520,0
460871,15600,500
460899,15790,0
460923,35040,100
460941,.,.
461005,14500,100
461014,11700,546
461023,5496,195
461032,4500,225
461120,.,.
461139,.,.
461157,30250,0
461184,13000,100
461209,1600,300
461236,4810,200
461281,4488,200
461306,2088,15
461315,1920,440
461324,4995,500
461485,4230,380
461528,2400,50
461643,7286,600
461670,8640,100
461759,4320,300
461777,8750,0
461795,10500,450
461810,5780,150
461847,13200,300
461883,8850,385
461953,14375,325
461962,9200,19000
462044,.,.
462080,.,.
462099,.,.
462105,.,.
462114,.,.
462123,.,.
462132,.,.
462141,.,.
462150,.,.
462169,.,.
462178,.,.
462187,.,.
462196,.,.
462202,.,.
462211,.,.
462220,.,.
462239,18500,550
462257,13200,125
462266,13200,125
462293,21125,700
462354,22200,900
462363,17748,300
462372,17748,300
462390,9485,749
462406,10546,749
465812,9696,0
466152,12312,405
466161,12758,405
466170,12312,405
466189,12758,405
466514,15660,0
466921,16060,450
466930,15600,500
467058,17748,300
467793,14760,0
468006,.,.
468015,17568,300
468024,15735,175
468398,12780,435
468705,13500,100
468723,6120,795
468893,15000,2950
468963,9295,250
469188,13691,0
469391,8368,185
469407,8368,185
469416,8368,185
470092,17496,300
470162,10620,655
470852,17748,300
470861,17748,300
470870,17748,300
470889,17748,300
470898,17748,300
470904,17748,300
474702,9780,749
474863,13500,0
474872,5500,0
474881,40000,1200
474890,15790,0
474906,15790,0
474933,12600,0
474942,12600,100
474951,9485,749
474960,9485,749
474979,9485,749
475024,13325,150
475033,.,.
475042,10260,540
475060,8460,765
475079,9000,1500
475121,13392,175
475176,15680,100
475185,960,774
475194,9180,1155
475200,11160,0
475228,.,.
475237,2500,0
475273,13932,0
475282,21551,2449
475291,17100,0
