UNITID,TUITION2,FEE2
242130,6504,0
242149,6504,0
242556,1080,25
242565,1080,25
242583,1080,25
242617,4080,580
242626,4080,1202
242635,4080,580
242644,4080,516
242653,6120,603
242662,4080,594
242680,4080,619
242699,4080,1262
242705,4080,520
242723,.,.
242972,6120,375
242981,6120,375
243081,.,.
243106,1819,149
243115,1819,144
243133,1870,342
243142,2550,1021
243151,1870,342
243179,1679,149
243188,1819,144
243197,1751,149
243203,1980,2826
243212,1819,149
243221,1519,144
243346,4584,850
243443,4560,1000
243498,.,.
243568,6356,2497
243577,6768,780
243586,4320,418
243601,4584,850
243638,4230,850
243647,2640,610
243665,4190,604
243744,42690,993
243780,9208,784
243823,22680,330
243832,5100,840
243841,6504,0
244011,17748,300
244154,17748,300
244190,13020,30
244233,14640,1200
244437,2080,1020
244446,2040,506
245032,12870,125
245342,11919,896
245421,10200,125
245430,10200,125
245625,2976,552
245652,45846,450
245731,8000,500
245777,7800,0
245838,25840,400
245847,17316,100
245865,.,.
245883,20160,435
245892,18972,400
245953,14568,1120
246008,16350,700
246345,.,.
246354,5470,30
246789,24000,500
246813,2040,486
247065,12060,486
247153,14688,0
247162,.,.
247603,5700,1200
247649,49500,130
247700,11880,360
247773,6100,100
247825,8160,150
247834,2040,214
247940,3456,0
248776,2040,418
248846,27955,965
248882,11988,360
248934,14190,55
249140,13342,225
249609,14460,140
250027,8394,1050
250285,17760,247
250407,15021,0
250744,19728,0
251251,17748,300
251260,3330,570
251312,16185,175
260293,15156,0
260372,4560,30
260789,14572,0
260813,18361,2175
260901,13284,600
260910,15327,25
260947,9920,1150
260956,.,.
260974,17748,300
260992,16020,270
261472,17748,300
261861,11745,1425
261931,14190,55
262022,.,.
262031,4290,150
262086,10320,160
262129,5227,1639
262165,5726,450
262332,12944,0
262457,16023,0
363387,13500,120
363439,18000,0
363590,11736,0
363633,1152,46
363712,8000,400
363721,.,.
363907,4080,770
363916,4080,770
363934,19100,600
364016,1944,30
364025,1944,30
364122,2000,225
364168,16377,1907
364973,12854,0
365055,19656,100
365204,14600,125
365426,.,.
366003,5040,90
366252,12480,2460
366261,10804,100
366340,1680,825
366368,.,.
366395,4140,710
366401,1104,34
366447,2040,496
366465,2040,606
366535,15935,0
366544,15660,0
366553,12240,900
366571,3500,0
366580,17748,300
366605,.,.
366650,17748,300
366678,17748,300
366696,17748,300
366711,5472,1177
366748,13872,199
366793,.,.
367024,15327,25
367097,15740,365
367103,8400,50
367112,8532,1296
367194,24310,900
367459,3675,748
367839,5208,426
367884,12240,500
367909,15156,0
367936,13464,199
367954,.,.
368443,18000,0
368452,14100,100
368601,17748,300
368805,14328,0
368911,2040,488
369002,.,.
369084,19044,300
369419,2804,100
369455,19850,850
369516,13520,894
369659,.,.
369817,.,.
369862,11664,300
369905,15378,379
371052,16957,298
371760,13500,120
371779,13500,120
371982,13896,0
372037,14076,0
372213,10142,736
372222,11054,760
372329,11700,0
372578,17748,300
372921,12689,1632
372958,17306,0
373058,11874,965
373085,11304,810
373827,13034,1070
374024,.,.
374972,14719,17
375230,8000,0
375416,16181,0
375489,11304,810
375568,5645,0
375841,13050,0
376039,12075,900
376136,14041,0
376224,5229,1092
376321,6460,100
376330,9289,25
376695,4280,425
377069,17748,300
377111,16319,0
377449,14700,147
377458,14880,147
377546,18200,800
377555,11305,606
377564,11305,597
377652,14635,495
378406,17748,300
378576,7848,240
379029,14585,0
380094,16071,0
380359,2660,380
380368,4768,489
380377,3780,375
380438,16368,75
380465,10622,760
381352,.,.
381459,.,.
381529,3152,642
381617,8100,0
381732,9450,972
381741,15450,0
381787,13329,290
381909,17748,300
382063,5881,760
382504,14280,0
382771,9000,900
382911,2616,212
382957,13312,503
383020,14325,65
383190,2544,134
383400,11000,1630
383507,6250,50
383950,15980,0
383996,1248,100
384209,14032,225
384254,30396,1100
384306,.,.
384333,1944,30
384342,7800,270
384412,12984,450
384421,10700,200
385008,15281,0
385503,22459,3507
385619,13800,1600
386153,7950,285
386472,12020,0
387660,14000,500
388043,11304,138
388520,9396,405
389727,13140,100
390701,14436,0
391582,13730,0
392354,7000,0
392840,18225,1485
395362,1104,1
398130,12492,464
399212,1104,38
399869,16680,450
399911,27950,1194
401223,4800,100
401250,.,.
402615,10008,447
402776,34416,125
402828,.,.
403469,8383,490
403478,8383,490
403487,8383,490
404073,8100,0
404082,8100,0
404222,.,.
404338,21240,300
404365,11676,898
404374,11556,911
404383,11794,898
404426,2610,150
404499,15209,0
404505,15252,0
404514,15118,0
404648,8100,0
404806,6290,100
404921,13500,100
404994,11880,388
405058,8900,100
405854,10800,100
405872,3960,840
405979,10662,760
405988,9921,760
405997,9850,760
406006,11698,760
406015,11675,760
406194,14391,293
406200,11400,1300
406219,18000,0
406547,14640,1200
407009,9027,518
407063,17748,300
407285,14040,0
407319,17748,300
407328,11150,0
407629,.,.
408039,11304,810
408394,3348,1656
408844,12600,650
409069,17748,300
409254,.,.
409315,2330,1200
409616,.,.
409670,15552,0
409698,5472,491
409829,14286,0
409838,10980,320
409874,13500,120
410283,13176,810
410496,15527,20
410502,18648,100
410520,11706,260
410539,11782,225
411754,7500,150
412599,15732,0
413413,12348,0
413617,6000,170
413626,4200,380
413635,15312,225
413644,.,.
413839,17748,300
413848,17748,300
413857,17748,300
413866,17748,300
413884,17748,300
414160,8100,0
414461,8304,600
414531,17748,300
414568,17748,300
414586,17748,300
414595,10632,216
414708,10800,0
414823,27156,0
414841,17748,300
414878,9840,0
414911,5940,1720
414966,.,.
416801,4702,701
416962,10785,760
417275,3500,50
417318,15370,2500
417327,14640,1200
417345,.,.
417734,12600,1200
417752,6750,1256
417886,8690,75
417910,13500,0
418126,13248,186
418223,10500,625
418782,7250,6
418870,14318,1082
419031,3200,200
419183,9460,75
419341,11000,75
419457,13464,199
419509,11640,760
419703,7250,6
419712,7250,6
419721,7250,6
420006,14436,0
420024,14700,147
420042,10659,760
420307,11993,257
420316,12333,0
420325,5450,0
420398,5470,30
420404,17748,300
420431,2040,478
420440,2640,780
420495,15337,0
420501,15262,0
420538,2088,504
420556,3204,432
420574,9027,518
420705,.,.
420723,4050,425
420866,13464,199
421009,9908,760
421018,11735,760
421513,11304,810
421708,14999,25
421832,15702,1078
421841,30300,500
422020,13620,0
423643,.,.
423652,3564,252
423980,13049,0
425986,12051,504
426314,7800,0
427663,17748,300
427973,17635,247
427982,14880,147
428000,17400,0
428170,15404,800
428259,10920,0
428268,13464,199
428286,17388,100
428329,11900,1230
428338,.,.
428392,2988,465
428444,17316,100
429085,.,.
429094,.,.
429128,7104,20
429599,17748,300
430050,14432,225
430087,10980,310
430148,13500,120
430157,15512,1400
430166,15096,649
430184,15300,195
430263,17748,300
430351,17748,300
430360,17748,300
430379,17748,300
430388,17748,300
430485,24933,1736
430591,.,.
430670,5400,2786
430704,14922,330
430810,20500,1935
430883,8075,426
430935,5860,700
431123,9160,80
431266,600,935
431309,8845,415
431600,16620,163
431929,5760,786
431983,8400,200
432223,11140,760
432232,10858,760
432241,10891,760
432348,.,.
432357,.,.
432384,14572,0
432524,20850,1480
432533,18648,100
433004,19548,3135
433217,.,.
433387,5780,290
433420,12348,116
433536,11150,0
433563,14374,1500
433660,4191,1927
434016,3000,1380
434034,8592,936
434052,17748,300
434061,2656,495
434317,18313,0
434414,10500,200
434432,15020,1160
434441,.,.
434539,14640,1200
434548,17748,300
434557,17748,300
434566,17748,300
434575,17748,300
434584,2400,340
434672,4992,924
434690,14848,1305
434715,.,.
434751,2424,861
434812,15400,147
434821,16549,1650
434900,8845,415
434937,9100,300
434946,10830,760
434955,10795,760
434964,10826,760
434973,10623,760
434982,9915,760
434991,9936,760
435000,7431,1200
436021,.,.
436094,13464,199
436182,11445,892
436191,11927,899
436225,14802,225
436261,.,.
436304,2656,576
436377,.,.
436438,13464,199
436465,8845,415
436483,12456,360
436553,6700,75
436599,19575,0
436614,10806,760
436818,9256,800
436827,9256,800
436836,9256,810
437042,17748,300
437051,17748,300
437060,11567,825
437097,9360,90
437103,2550,816
437219,17748,300
437316,35900,860
437325,11745,1350
437653,9655,50
437750,14400,1000
437848,14871,277
438151,21000,0
438212,9000,820
438382,9708,760
438416,11184,760
438498,14985,150
438586,15582,330
438601,14982,556
438610,11184,760
438629,11191,760
438647,11700,0
438708,2688,0
438735,17635,247
438869,16285,0
438902,14796,0
439020,14325,65
439057,13464,199
439136,17748,300
439145,3522,303
439190,3523,270
439279,11671,760
439288,27156,0
439297,11744,760
439303,10500,705
439312,10500,705
439394,5000,160
439446,15000,595
439455,24981,1300
439482,14750,1500
439491,17248,60
439613,11850,500
439701,8640,540
439738,13694,0
439783,13666,240
439792,13123,370
439817,.,.
439862,7080,12376
439899,8070,331
439914,.,.
439969,9850,575
440004,.,.
440031,.,.
440059,17635,247
440110,12503,225
440129,11579,225
440147,14391,273
440165,17748,300
440271,16281,0
440299,14238,0
440341,17496,100
440378,14880,147
440396,11200,0
440402,2112,288
440411,16020,0
440420,11034,760
440439,11181,760
440448,11201,760
440457,10907,760
440466,10608,760
440484,14871,263
440642,17748,300
440651,4905,1240
440749,6012,360
440758,11988,360
440767,12456,360
440794,16704,500
440800,17400,0
440819,17400,0
440828,6516,555
440873,11438,869
440882,11855,809
440891,11338,904
440916,.,.
440925,15300,0
441025,10260,100
441070,1440,600
441104,.,.
441131,.,.
441186,5472,234
441201,11664,360
441229,32800,100
441238,.,.
441308,.,.
441478,9895,660
441487,14036,1497
441496,17635,247
441502,14120,1650
441511,4800,100
441609,9750,100
441636,14687,992
441690,3240,400
441706,6460,125
441751,9600,100
441760,2731,1334
441788,17635,247
441900,4147,335
441928,13601,100
441937,5472,999
441955,17748,300
441964,17748,300
441973,18648,100
441982,42000,500
442064,.,.
442143,11127,760
442152,10654,760
442161,10896,760
442170,10311,760
442189,10630,760
442213,10866,255
442222,13464,199
442231,12961,0
442295,.,.
442338,17748,300
442347,17748,300
442356,20452,1050
442383,11250,1375
442392,.,.
442408,11886,850
442435,8400,50
442444,17724,0
442462,13000,225
442523,7500,194
442569,6360,140
442578,14040,0
442639,12984,450
442648,11953,225
442684,14800,100
442718,11880,360
442745,22783,100
442781,1584,10
442790,14976,0
442806,.,.
442842,8256,240
442897,.,.
442949,17600,818
443030,.,.
443049,7200,370
443058,5400,560
443076,.,.
443128,.,.
443270,15404,800
443331,32450,75
443340,9450,260
443377,16216,517
443410,26400,160
443438,13747,650
443456,10643,760
443465,9920,760
443474,10629,760
443492,4150,0
443526,17748,300
443535,17748,300
443544,10568,760
443562,4680,795
443599,7320,2400
443623,12912,0
443650,9252,1440
443687,14871,251
443702,.,.
443739,13468,225
443748,13572,0
443766,15300,195
443784,15300,195
443854,14976,0
443881,10578,760
443890,10662,760
443906,11719,760
443924,9943,760
443951,6840,100
444024,11736,0
444042,6120,375
444103,.,.
444121,16174,0
444130,10000,0
444158,10531,0
444167,8100,0
444194,6445,0
444219,0,1104
444255,18000,0
444398,6300,900
444413,8000,0
444547,8600,225
444565,12297,3755
444583,10250,50
444671,6480,0
444699,.,.
444723,12720,0
444778,8070,250
444927,17316,100
444954,3354,0
444972,15400,147
444990,6450,0
445018,3560,0
445027,13345,0
445072,14394,275
445081,17748,300
445090,11783,100
445115,12911,0
445124,15247,0
445133,14250,425
445142,15818,0
445188,11220,1940
445197,14976,0
445203,16105,0
445249,15967,0
445267,6080,175
445276,14394,270
445300,11184,760
445319,11684,760
445391,9918,760
445434,14796,0
445470,14688,0
445559,11631,936
445577,13342,225
445601,13130,225
445610,14338,225
445674,3560,450
445692,21600,1500
445708,27156,0
445717,11430,760
445726,13200,1450
445735,29187,1226
445744,20318,2429
445753,13073,100
445762,17635,247
445869,.,.
445920,14040,0
445939,14040,0
446002,.,.
446039,.,.
446048,22256,744
446127,9900,25
446163,10463,675
446224,19070,500
446233,14250,890
446251,8050,230
446349,5284,937
446385,22275,300
446394,4470,120
446446,14880,147
446516,5720,477
446525,20736,50
446598,14800,210
446604,9000,0
446613,5148,288
446640,23900,0
446668,17316,75
446677,16795,0
446701,9960,760
446710,9939,760
446729,9960,760
446738,11080,760
446747,10891,760
446756,10552,760
446765,10494,760
446774,408,2712
446792,15000,0
446808,15150,0
446817,12600,120
446835,12960,0
446844,12841,0
446853,11622,225
446880,8532,1017
446899,17748,300
446905,17748,300
446914,17748,300
446923,17748,300
446932,.,.
447050,7800,200
447069,14394,251
447236,12420,0
447263,17091,1229
447272,13464,199
447290,14076,810
447351,15528,0
447360,21200,1800
447421,15145,75
447458,23600,87
447476,18000,0
447582,3460,0
447625,15597,75
447652,10611,760
447661,10815,760
447670,14040,0
447689,3462,1784
447698,.,.
447801,.,.
447847,14575,54625
447935,11880,25
447953,7800,1320
448284,8960,105
448309,8460,240
448345,14724,100
448372,20450,0
448442,17748,300
448451,17748,300
448460,17748,300
448479,17748,300
448488,17748,300
448497,17748,300
448503,17748,300
448512,17748,300
448521,9904,760
448530,9887,760
448558,10321,760
448567,9874,760
448576,18648,100
448585,11880,360
448594,1380,0
448600,10206,270
448628,14394,310
448664,9540,1260
448673,10764,0
448691,.,.
448734,13464,199
448752,17211,0
448761,17211,0
448789,15110,0
448804,11100,0
448822,11157,760
448831,11137,760
448840,5811,10
448859,16216,517
448886,9343,518
449010,17496,100
449038,15300,195
449083,14940,2500
449092,11952,1712
449117,9504,1155
449126,11664,360
449135,8845,415
449144,8845,415
449153,8845,415
449302,18000,0
449339,6000,400
449348,3600,120
449384,25200,825
449481,.,.
449524,12848,290
449579,.,.
449612,14500,75
449658,8800,0
449685,7900,35
449700,15300,100
449764,22000,0
449870,8736,750
449889,.,.
449898,16185,175
449922,.,.
449931,9000,100
450003,11664,360
450021,13785,1200
450049,14796,100
450058,23244,3116
450067,8584,813
450085,17496,100
450094,18648,100
450119,13850,1500
450128,13845,1500
450155,13806,225
450191,13140,100
450207,17748,300
450216,17748,300
450225,17748,300
450234,17748,300
450243,17748,300
450252,17748,300
450261,17748,300
450270,17748,300
450289,17088,100
450298,15300,195
450304,.,.
450377,15300,195
450429,13500,0
450447,15508,0
450456,10870,760
450465,15490,0
450474,10296,760
450483,10661,760
450492,10646,760
450526,13464,199
450535,13464,199
450544,13464,199
450571,10764,0
450766,32370,1700
450933,4800,95
450942,.,.
450979,6000,0
451060,13968,0
451079,.,.
451130,.,.
451370,10200,0
451398,11650,150
451404,7100,0
451413,17000,2025
451510,.,.
451556,12500,1800
451592,14880,147
451608,19500,675
451635,9125,250
451662,16920,100
451671,5577,10
451699,11952,810
451705,16620,0
451741,5223,1092
451750,15664,829
451769,14040,0
451796,17388,100
451820,17568,100
451848,18648,100
451857,16026,0
451866,16345,0
451875,12456,360
451884,11880,360
451909,15600,150
451936,17748,300
451945,17748,300
451954,17748,300
451963,17748,300
451972,17748,300
451981,17748,300
451990,17748,300
452018,17568,100
452027,17028,100
452054,15768,0
452063,13049,0
452090,13464,199
452106,900,140
452115,13500,100
452124,15025,127
452373,12060,486
453109,13503,345
453127,15300,195
453163,15300,195
453215,15300,195
453455,11412,138
453464,11412,138
453473,11412,138
453482,11304,138
453747,8100,400
453756,15432,125
454184,30950,350
454227,16760,600
454236,16760,600
454245,16760,600
454458,13365,1395
454582,10920,0
454591,13500,0
454616,16560,2985
454625,11812,83
454689,3508,118
454698,12668,82
454740,6480,179
454829,6000,150
454838,.,.
454856,14515,1374
454883,10962,1342
455099,.,.
455114,3184,1080
455169,.,.
455178,.,.
455257,7100,200
455390,15933,4149
455406,.,.
455433,.,.
455451,5880,120
455479,12121,497
455488,19393,751
455512,1124,20
455549,17568,0
455558,20736,0
455567,10843,871
455585,14040,0
455600,11664,810
455619,11304,810
455628,12901,2323
455646,18000,0
455655,9648,1100
455664,.,.
455673,10200,125
455682,.,.
455707,16225,0
455716,4500,100
455770,23472,750
455804,.,.
455813,.,.
455974,7640,760
455992,.,.
456010,17496,100
456056,12334,239
456117,9900,270
456180,11652,776
456205,9540,1155
456278,11895,125
456296,14400,0
456311,13297,0
456348,18513,372
456393,17748,300
456409,17748,300
456418,17748,300
456427,17748,300
456436,17748,300
456445,17748,300
456454,13503,860
456481,11340,555
456490,10620,295
456542,.,.
456612,11304,810
456621,15300,195
456630,15300,195
456667,15300,195
456782,14040,0
456791,11304,810
456807,14040,0
456816,14040,0
456834,14040,0
456852,16658,0
456940,12900,1450
456959,11720,1336
456977,16268,2150
457004,11412,138
457022,10800,0
457129,16760,600
457183,30020,0
457226,9000,150
457271,.,.
457350,.,.
457402,7200,210
457411,17760,247
457484,8160,600
457493,10550,0
457697,6000,0
457767,15000,100
457925,10500,500
458113,8000,50
458140,13050,0
458159,.,.
458210,33525,75
458229,32450,75
458256,13140,0
458380,17568,0
458405,9612,1125
458432,14040,2700
458441,9000,1015
458469,6120,375
458496,17496,100
458502,15087,304
458511,.,.
458557,18000,0
458593,17520,100
458609,16672,0
458618,14524,0
458636,15873,0
458645,15973,0
458654,14245,0
458663,15853,0
458681,18500,1600
458733,14040,0
458742,14040,0
458751,14040,0
458760,14040,0
458779,14040,0
458885,15300,195
458919,15300,195
458937,15300,195
458955,15300,195
458964,15300,195
458973,15300,195
458982,17568,100
458991,14040,0
459091,13500,0
459107,15209,18
459204,18157,811
459222,9000,220
459259,16185,175
459268,16185,175
459310,6438,150
459417,13475,440
459435,6000,0
459444,9965,757
459587,17748,300
459596,17748,300
459602,17748,300
459611,17748,300
459620,17748,300
459639,17748,300
459648,17748,300
459657,17748,300
459666,17748,300
459675,17748,300
459684,17748,300
459693,17748,300
459709,17748,300
459718,17748,300
459727,15490,150
459736,.,.
459745,.,.
459824,29700,5461
459833,11304,138
459842,11150,0
459851,11150,0
459930,13500,120
459994,15300,195
460020,14087,685
460039,11664,990
460048,10368,810
460075,10560,185
460215,13500,0
460349,17496,0
460358,14976,0
460385,17881,1237
460394,1380,36
460464,1380,36
460473,18000,0
460482,17568,0
460613,11664,810
460640,9359,525
460668,13988,225
460677,6504,0
460738,9480,245
460747,25000,600
460756,13745,680
460774,12503,83
460783,13255,0
460817,9180,900
460826,9000,1125
460835,9072,1350
460844,13240,0
460853,11993,257
460871,16760,600
460899,17116,0
460923,4338,90
460941,.,.
461014,10800,504
461023,6600,195
461032,4500,225
461120,.,.
461139,.,.
461157,30250,0
461236,4810,200
461281,7680,680
461315,2160,500
461324,5995,1000
461485,6840,330
461528,3360,160
461643,8250,600
461759,4320,300
461777,11700,145
461795,11450,450
461847,13200,200
461883,7560,272
461953,14375,848
462044,.,.
462239,18780,920
462266,11895,125
462354,24000,900
462363,17748,300
462372,17748,300
462390,9960,760
462406,11220,760
465812,17216,0
466152,11880,360
466161,12096,360
466170,11880,360
466189,12096,360
466514,14040,0
466921,16760,600
466930,16760,600
467058,17748,300
467793,13500,0
468006,.,.
468015,17568,100
468024,16185,175
468398,14040,2700
468723,6120,375
468963,9895,250
469188,11460,0
469391,8845,415
469407,8845,415
469416,8845,415
469568,16027,0
470092,14868,100
470162,11340,810
470852,17748,300
470861,17748,300
470870,17748,300
470889,17748,300
470898,17748,300
470904,17748,300
474702,10336,760
474863,14850,0
474881,20649,1907
474890,17211,0
474906,16972,0
474951,9926,760
474960,9862,760
474979,9796,760
474997,19730,950
475033,.,.
475042,11304,810
475051,15454,0
475060,8460,765
475079,9000,1500
475121,14472,175
475176,17384,0
475185,1190,884
475194,9180,1155
475200,11880,0
475228,.,.
475273,14796,0
475291,15970,0
475352,13140,100
475370,13003,300
475422,5250,2075
475477,14640,1200
475495,.,.
475510,.,.
475529,8800,885
475565,4200,342
475583,13365,1395
475592,4020,100
475608,6456,670
475617,12420,0
475635,19998,2340
475644,7525,25
475699,16397,35
475732,16760,600
475741,16760,600
475811,.,.
475839,7800,200
475866,13140,100
475875,14850,195
475884,15300,195
476063,16000,1567
476203,15701,0
476319,17211,0
476355,17400,0
476498,8900,100
476601,11250,250
476656,14800,700
476692,11500,0
476717,7600,0
476975,8400,0
477011,15300,195
477020,15300,195
477039,24600,75
477950,16972,0
477996,12456,360
478005,12456,360
478014,12456,360
478625,18028,0
478634,18028,0
479549,17748,300
479558,17748,300
479567,17748,300
479576,17748,300
479585,17748,300
479594,17748,300
479600,17748,300
479619,17748,300
479628,17748,300
479637,17748,300
479646,17748,300
479655,17748,300
479664,17748,300
479770,9720,760
479956,12706,496
480064,10080,630
480073,16185,175
480082,16185,175
480091,13255,21
480107,12111,289
480134,.,.
480189,14900,1500
480198,10560,0
480204,14572,0
480301,.,.
480444,7500,250
480480,11550,138
480499,4500,0
480505,9600,700
480514,11175,884
480569,11880,0
480657,10764,0
480709,.,.
480754,5000,300
480781,7740,250
480790,.,.
480815,13140,0
480967,3798,1476
480985,4235,250
481030,.,.
481058,2500,190
481076,.,.
481094,.,.
481155,12764,0
481207,12000,1200
481225,3823,886
481304,12500,376
481401,4320,434
481410,9300,300
481438,11000,0
481535,.,.
481580,15300,195
481599,17568,0
481614,17748,300
481623,17748,300
481720,16185,175
481766,9600,475
481775,16659,0
481784,28825,0
481827,8100,400
481915,13500,1450
481988,12000,850
481997,10200,850
482024,17928,2800
482149,4670,1434
482158,2334,992
482185,16000,0
482228,4200,120
482255,17635,247
482307,12456,360
482316,12456,360
482325,12456,360
482334,12456,360
482343,12456,360
482352,11880,360
482361,11880,360
482370,12456,360
482389,12456,360
482398,13680,100
482413,16076,80
482422,16076,80
482431,16076,80
482440,16076,80
482459,16076,80
482468,16076,80
482477,16076,80
482486,16076,80
482495,16076,80
482501,16076,80
482510,16076,80
482529,16076,80
482538,16076,80
482547,16076,80
482556,16076,80
482565,16076,80
482574,16076,80
482583,16076,80
482592,16076,80
482608,16076,80
482617,16076,80
482635,16076,80
482644,16076,80
482653,16076,80
482662,16076,80
482671,16076,80
482680,3282,1176
482699,2596,1030
482705,13660,2661
482857,5424,423
482954,11664,810
482990,14999,25
483018,27050,455
483036,3802,1410
483045,2040,528
483124,7570,296
483212,2656,656
